Name,Date,N-1_Date,N-2_DATE,N_09:30_MAX_MINUS_N-1_09:00_Open,N_09:30_Min_MINUS_N-1_09:00_Open,N-1_Close_Minus_N_09:00_To_09:30_Max,N-1_Close_Minus_N_09:00_To_09:30_Min_,N-1_09:00_To_09:30_MAX_MINUS_09:00_OPEN,N-1_09:00_To_09:30_MIN_MINUS_09:00_OPEN,N-1_09:30_To_10:00_MAX_MINUS_09:30_OPEN,N-1_09:30_To_10:00_MIN_MINUS_09:30_OPEN,N-1_10:00_To_10:30_MAX_MINUS_10:00_OPEN,N-1_10:00_To_10:30_MIN_MINUS_10:00_OPEN,N-1_10:30_To_11:00_MAX_MINUS_10:30_OPEN,N-1_10:30_To_11:00_MIN_MINUS_10:30_OPEN,N-1_11:00_To_11:30_MAX_MINUS_11:00_OPEN,N-1_11:00_To_11:30_MIN_MINUS_11:00_OPEN,N-1_11:30_To_12:00_MAX_MINUS_11:30_OPEN,N-1_11:30_To_12:00_MIN_MINUS_11:30_OPEN,N-1_12:00_To_12:30_MAX_MINUS_12:00_OPEN,N-1_12:00_To_12:30_MIN_MINUS_12:00_OPEN,N-1_12:30_To_13:00_MAX_MINUS_12:30_OPEN,N-1_12:30_To_13:00_MIN_MINUS_12:30_OPEN,N-1_13:00_To_13:30_MAX_MINUS_13:00_OPEN,N-1_13:00_To_13:30_MIN_MINUS_13:00_OPEN,N-1_13:30_To_14:00_MAX_MINUS_13:30_OPEN,N-1_13:30_To_14:00_MIN_MINUS_13:30_OPEN,N-1_14:00_To_14:30_MAX_MINUS_14:00_OPEN,N-1_14:00_To_14:30_MIN_MINUS_14:00_OPEN,N-1_14:30_To_15:00_MAX_MINUS_14:30_OPEN,N-1_14:30_To_15:00_MIN_MINUS_14:30_OPEN,N-1_15:00_To_15:30_MAX_MINUS_15:00_OPEN,N-1_15:00_To_15:30_MIN_MINUS_15:00_OPEN,N-1_09:30_Open_Minus_N-1_EOD_Close,N_09:30_MAX_MINUS_N-1_EOD_CLOSE,N_09:30_Min_MINUS_N-1_EOD_CLOSE,N-1_15:30_To_EOD_MAX_MINUS_N_09:00_OPEN,N-1_15:30_To_EOD_MIN_MINUS_N_09:00_OPEN,N-1_09:00_To_09:30_Max_Minus_N-2_09:00_Open,N-1_09:00_To_09:30_Min_Minus_N-2_09:00_Open,N-1_EOD_Close_Minus_N-1_09:00_Open,N-2_EOD_Close_Minus_N-2_09:00_Open,N-2_09:00_To_09:30_MAX_MINUS_09:00_OPEN,N-2_09:00_To_09:30_MIN_MINUS_09:00_OPEN,N-2_09:30_To_10:00_MAX_MINUS_09:30_OPEN,N-2_09:30_To_10:00_MIN_MINUS_09:30_OPEN,N-2_10:00_To_10:30_MAX_MINUS_10:00_OPEN,N-2_10:00_To_10:30_MIN_MINUS_10:00_OPEN,N-2_10:30_To_11:00_MAX_MINUS_10:30_OPEN,N-2_10:30_To_11:00_MIN_MINUS_10:30_OPEN,N-2_11:00_To_11:30_MAX_MINUS_11:00_OPEN,N-2_11:00_To_11:30_MIN_MINUS_11:00_OPEN,N-2_11:30_To_12:00_MAX_MINUS_11:30_OPEN,N-2_11:30_To_12:00_MIN_MINUS_11:30_OPEN,N-2_12:00_To_12:30_MAX_MINUS_12:00_OPEN,N-2_12:00_To_12:30_MIN_MINUS_12:00_OPEN,N-2_12:30_To_13:00_MAX_MINUS_12:30_OPEN,N-2_12:30_To_13:00_MIN_MINUS_12:30_OPEN,N-2_13:00_To_13:30_MAX_MINUS_13:00_OPEN,N-2_13:00_To_13:30_MIN_MINUS_13:00_OPEN,N-2_13:30_To_14:00_MAX_MINUS_13:30_OPEN,N-2_13:30_To_14:00_MIN_MINUS_13:30_OPEN,N-2_14:00_To_14:30_MAX_MINUS_14:00_OPEN,N-2_14:00_To_14:30_MIN_MINUS_14:00_OPEN,N-2_14:30_To_15:00_MAX_MINUS_14:30_OPEN,N-2_14:30_To_15:00_MIN_MINUS_14:30_OPEN,N-2_15:00_To_15:30_MAX_MINUS_15:00_OPEN,N-2_15:00_To_15:30_MIN_MINUS_15:00_OPEN,N-2_09:30_Open_Minus_N-2_EOD_Close,N-2_15:30_To_EOD_MAX_MINUS_N-1_09:00_OPEN,N-2_15:30_To_EOD_MIN_MINUS_N-1_09:00_OPEN,N_09:00_To_13:45_Max_Minus_N-1_Close,N_09:00_To_13:45_Min_Minus_N-1_Close,N-1_Close_Minus_N_09:00_To_15:00_Max,N-1_Close_Minus_N_09:00_To_15:00_Min_,N_09:00_To_09:30_Max_Minus_09:00_Open,N_09:00_To_09:30_Min_Minus_09:00_Open,N_09:00_To_13:45_Max_Minus_09:00_Open,N_09:00_To_13:45_Min_Minus_09:00_Open,N_09:00_To_15:00_Max_Minus_09:00_Open,N_09:00_To_15:00_Min_Minus_09:00_Open,N_09:30_To_13:45_Max_Minus_N_09:30_Open,N_09:30_To_13:45_Min_Minus_N_09:30_Open,N_09:30_To_15:00_Max_Minus_N_09:30_Open,N_09:30_To_15:00_Min_Minus_N_09:30_Open,N_DAY_MAX_GRT_N-1_DAY_MAX,N_DAY_MIN_LT_N-1_DAY_MIN
INFY,20190314,20190313,20190312,-70920,-70920,-70745,-70745,0.105,-0.282,0.484,-0.481,0.87,-0.239,0.265,-0.119,0.049,-0.414,-0.028,-0.521,0.014,-0.545,0.437,-0.014,0.268,-0.177,0.106,-0.198,0.141,-0.12,0.407,-0.021,0.07,-0.481,-0.183,-70745,-70745,-0.169,99.613,0.127,-0.261,-0.247,-0.439,0.685,0,0.028,-0.485,0.203,-0.155,0.028,-0.466,0.071,-0.148,0.331,-0.127,0,-0.29,0.19,-0.049,0.028,-0.056,0.106,-0.319,0.134,-0.128,0.24,-0.142,0.035,-0.241,1.057,-0.46,-0.488,-70745,-70745,-70745,-70745,0,0,0,0,0,0,0,0,0,0,0,1
IOC,20190313,20190312,20190311,-1.408,-5.448,-0.917,-4.937,1.023,-0.194,0.288,-1.204,0.932,0.097,0.29,-0.129,-0.032,-0.584,0.258,-0.357,0.291,-0.065,0.419,-0.195,0.129,-0.487,0.516,-0.162,0.194,-0.552,0.29,-0.324,0.032,-1.405,-0.941,-0.917,-4.937,-0.487,0.969,4.283,3.106,-0.487,2.57,1.642,-0.268,0.953,-0.166,0.361,-0.132,0.783,0.131,0.939,-0.033,0.772,0,0.194,-0.129,-0.065,-0.389,0.484,-0.097,0.161,-0.422,0.032,-0.587,0.065,-0.853,0.519,-0.131,-1.957,-0.617,-0.748,-0.917,-4.937,-0.917,-4.937,0.458,-3.507,0.458,-3.507,0.458,-3.507,0.697,-1.252,0.697,-1.252,0,1
IOC,20190314,20190313,20190312,-15100,-15100,-14775,-14775,0.458,-3.507,0.697,-0.369,0.167,-0.505,0.234,-0.472,0.336,-0.372,0.134,-0.473,0.47,-0.237,0.067,-0.303,0.067,-0.338,0.202,-0.067,0.57,-0.135,0.168,-0.438,0.168,-0.337,-0.605,-14775,-14775,-2.185,97.007,-1.408,-5.448,-2.185,-0.487,1.023,-0.194,0.288,-1.204,0.932,0.097,0.29,-0.129,-0.032,-0.584,0.258,-0.357,0.291,-0.065,0.419,-0.195,0.129,-0.487,0.516,-0.162,0.194,-0.552,0.29,-0.324,0.032,-1.405,0.932,1.363,0.977,-14775,-14775,-14775,-14775,0,0,0,0,0,0,0,0,0,0,0,1
ITC,20190313,20190312,20190311,0.726,0.305,0.54,0.119,0.271,-0.239,0.305,-0.102,0.034,-0.324,0.204,-0.017,0.051,-0.102,0.238,0,0.558,0.068,0.085,-0.187,-0.034,-0.357,0.051,-0.358,0.407,-0.222,0.169,-0.204,0.068,-0.408,0.136,0.54,0.119,0.187,-0.272,0.594,0.085,0.187,-0.017,0,-0.653,1.238,0.086,-0.085,-0.735,0.34,-0.068,0.187,-0.154,0.102,-0.154,0.068,-0.102,0.034,-0.273,0.102,-0.256,0.187,-0.119,0.187,-0.256,0.085,-0.136,0.017,-0.462,-0.584,-0.29,-0.341,0.842,-0.119,0.842,-0.119,0.27,-0.153,0.572,-0.391,0.572,-0.391,0.64,-0.323,0.64,-0.323,1,0
ITC,20190314,20190313,20190312,-29430,-29430,-29390,-29390,0.27,-0.153,0.068,-0.323,0.606,-0.017,0.051,-0.186,0.034,-0.186,0.135,-0.102,0.068,-0.102,0.051,-0.068,0.051,-0.068,0.186,-0.017,0.186,-0.085,0.102,-0.238,0.203,-0.136,-0.068,-29390,-29390,-0.102,99.526,0.726,0.305,-0.136,0.187,0.271,-0.239,0.305,-0.102,0.034,-0.324,0.204,-0.017,0.051,-0.102,0.238,0,0.558,0.068,0.085,-0.187,-0.034,-0.357,0.051,-0.358,0.407,-0.222,0.169,-0.204,0.068,-0.408,-0.136,-0.272,-0.272,-29390,-29390,-29390,-29390,0,0,0,0,0,0,0,0,0,0,0,1
JINDALSTEL,20190313,20190312,20190311,-0.35,-2.808,0.262,-2.18,0.921,-1.027,0.409,-0.798,0.672,-0.265,0.351,-0.383,1.131,-0.235,0.261,-1.088,0.438,-0.176,0.204,-0.264,0.146,-0.234,0.233,-0.411,0.985,-0.117,0.721,-0.438,0.203,-1.296,0.263,0.262,-2.18,-0.614,-0.872,5.671,3.816,-0.614,4.041,0.817,-0.398,0.181,-0.671,1.523,0.182,0.358,-0.33,0.947,-0.09,0.266,-0.357,0.207,-0.268,0.207,-0.119,0.678,-0.149,0.147,-0.593,0.295,-0.238,0.236,-0.237,1.599,-0.148,-3.422,-0.467,-0.791,0.262,-3.385,0.262,-3.385,0,-2.449,0,-3.657,0,-3.657,0.383,-2.115,0.383,-2.115,0,1
JINDALSTEL,20190314,20190313,20190312,-17050,-17050,-16630,-16630,0,-2.449,0.383,-0.565,-0.208,-1.843,0.597,-0.362,0.15,-0.391,0.388,0,0.03,-0.3,0.269,-0.09,0.804,-0.06,0.77,-0.03,0.03,-0.658,0.446,-0.239,0.238,-0.933,-0.986,-16630,-16630,-2.51,96.968,-0.35,-2.808,-2.51,-0.614,0.921,-1.027,0.409,-0.798,0.672,-0.265,0.351,-0.383,1.131,-0.235,0.261,-1.088,0.438,-0.176,0.204,-0.264,0.146,-0.234,0.233,-0.411,0.985,-0.117,0.721,-0.438,0.203,-1.296,-0.264,-0.263,-0.882,-16630,-16630,-16630,-16630,0,0,0,0,0,0,0,0,0,0,0,1
JSWSTEEL,20190313,20190312,20190311,-1.222,-2.744,-0.482,-1.992,0.474,-0.479,0.34,-0.205,0.526,-0.257,0.238,-0.497,0.085,-0.343,0.239,-0.378,0.41,0.051,0.205,-0.069,0.324,-0.12,0.239,-0.189,1.414,-0.051,0.604,-0.629,-0.051,-1.793,-0.411,-0.482,-1.992,-0.737,0.102,2.252,1.316,-0.737,1.35,0.62,-0.348,0.069,-1.062,0.69,-0.087,0.103,-0.225,0.533,-0.173,0.6,0.069,0.086,-0.38,0.378,-0.086,0.751,-0.138,0.443,-0.447,0.445,-0.207,0.017,-0.447,1.171,-0.017,-0.844,-0.444,-0.444,-0.482,-3.438,-0.482,-3.438,0.207,-1.293,0.207,-2.73,0.207,-2.73,0.086,-2.446,0.086,-2.446,0,1
JSWSTEEL,20190314,20190313,20190312,-28880,-28880,-28525,-28525,0.207,-1.293,0.086,-0.557,-0.07,-1.16,0.018,-0.922,0.404,-0.372,0.977,-0.088,-0.017,-0.65,0.42,-0.123,0.297,-0.158,0.297,-0.123,0.035,-0.492,0.558,-0.193,0.261,-0.21,-0.961,-28525,-28525,-1.24,98.43,-1.222,-2.744,-1.24,-0.737,0.474,-0.479,0.34,-0.205,0.526,-0.257,0.238,-0.497,0.085,-0.343,0.239,-0.378,0.41,0.051,0.205,-0.069,0.324,-0.12,0.239,-0.189,1.414,-0.051,0.604,-0.629,-0.051,-1.793,0.41,0.685,0.103,-28525,-28525,-28525,-28525,0,0,0,0,0,0,0,0,0,0,0,1
KOTAKBANK,20190313,20190312,20190311,0.297,-0.99,0.044,-1.246,0.087,-0.563,0.723,-0.068,0.012,-0.334,0.309,-0.06,0,-0.29,0.261,-0.135,0.289,-0.068,0.138,-0.127,0.134,-0.103,0.355,-0.075,0.33,-0.309,0.11,-0.355,-0.004,-0.691,0.554,0.044,-1.246,0.253,0.012,2.042,1.405,0.253,1.124,0.363,-0.122,0.362,-0.324,0.048,-0.307,0.31,0,0.137,-0.065,0.557,-0.004,0.12,-0.387,0.224,-0.101,-0.004,-0.33,0.02,-0.403,0.321,-0.06,0.316,-0.044,0.434,-0.341,-0.892,-0.848,-0.848,0.453,-1.307,0.453,-1.307,0.162,-1.126,0.571,-1.187,0.571,-1.187,1.544,-0.196,1.544,-0.196,0,1
KOTAKBANK,20190314,20190313,20190312,-126085,-126085,-126025,-126025,0.162,-1.126,1.544,-0.196,0.02,-0.44,0.024,-0.234,-0.02,-0.593,0.317,-0.123,0.313,-0.227,0.147,-0.207,0.04,-0.199,0.455,-0.127,0.063,-0.626,0.515,-0.176,0.15,-0.278,0.932,-126025,-126025,-0.048,99.873,0.297,-0.99,-0.048,0.253,0.087,-0.563,0.723,-0.068,0.012,-0.334,0.309,-0.06,0,-0.29,0.261,-0.135,0.289,-0.068,0.138,-0.127,0.134,-0.103,0.355,-0.075,0.33,-0.309,0.11,-0.355,-0.004,-0.691,-0.557,0.119,0.012,-126025,-126025,-126025,-126025,0,0,0,0,0,0,0,0,0,0,0,1
LICHSGFIN,20190313,20190312,20190311,0.542,-0.508,0.601,-0.448,1.397,-0.059,0.224,-0.848,0.079,-0.505,0.069,-0.317,0.237,-0.488,0.416,0,0.277,-0.179,0.188,-0.229,0.178,-0.199,-0.069,-0.518,0.337,-0.349,0.267,-0.119,0.247,-0.739,-1.448,0.601,-0.448,-0.059,-0.198,3.264,1.834,-0.059,1.365,1.493,-0.04,1.063,-0.269,0.069,-0.467,0.069,-0.189,0.069,-0.05,0.552,-0.109,0.049,-0.527,0.089,-0.239,0.149,-0.289,0.11,-0.561,0.219,-0.22,0.597,-0.1,0.219,-0.24,0.109,-0.538,-0.538,1.648,-0.448,1.648,-0.448,0.848,-0.199,1.892,-0.199,1.892,-0.199,1.141,-0.665,1.141,-0.775,0,0
LICHSGFIN,20190314,20190313,20190312,-50200,-50200,-50360,-50360,0.848,-0.199,0.647,-0.267,0.118,-0.973,1.135,-0.268,0.761,-0.02,0.039,-0.661,0.128,-0.406,0.237,-0.327,0.365,0,0.089,-0.237,0.039,-0.626,0.257,-0.219,0.178,-0.428,-0.446,-50360,-50360,0.583,100.119,0.542,-0.508,0.317,-0.059,1.397,-0.059,0.224,-0.848,0.079,-0.505,0.069,-0.317,0.237,-0.488,0.416,0,0.277,-0.179,0.188,-0.229,0.178,-0.199,-0.069,-0.518,0.337,-0.349,0.267,-0.119,0.247,-0.739,1.427,0.248,-0.199,-50360,-50360,-50360,-50360,0,0,0,0,0,0,0,0,0,0,0,1
LT,20190313,20190312,20190311,2.698,1.788,0.619,-0.311,0.592,-0.169,1.015,0.077,1.36,-0.207,0.567,0.011,0.1,-0.42,0.032,-0.696,0.079,-0.011,0.032,-0.162,0.011,-0.061,0.058,-0.209,0.248,-0.032,0.305,-0.753,0.133,-0.137,1.656,0.619,-0.311,2.099,-0.596,1.784,1.031,2.092,0.223,0.33,-0.265,0.329,-0.399,0.275,-0.045,0.03,-0.343,0.048,-0.272,0.234,0.052,0.022,-0.13,0.045,-0.052,0.264,-0.041,0.338,0.011,0.267,-0.156,0.289,-0.007,0.133,-0.301,0,-0.845,-0.988,0.619,-1.169,0.619,-1.169,0.039,-0.896,0.039,-1.759,0.039,-1.759,0.595,-1.074,0.595,-1.074,0,0
LT,20190314,20190313,20190312,-139600,-139600,-137760,-137760,0.039,-0.896,0.595,-0.094,0.011,-0.847,0.231,-0.152,0.069,-0.417,0,-0.407,0.076,-0.295,0.228,-0.095,0.12,-0.204,0.188,-0.109,0.105,-0.011,0.286,-0.054,0.08,-0.189,-0.653,-137760,-137760,-1.335,98.536,2.698,1.788,-1.335,2.092,0.592,-0.169,1.015,0.077,1.36,-0.207,0.567,0.011,0.1,-0.42,0.032,-0.696,0.079,-0.011,0.032,-0.162,0.011,-0.061,0.058,-0.209,0.248,-0.032,0.305,-0.753,0.133,-0.137,-1.684,-0.576,-0.583,-137760,-137760,-137760,-137760,0,0,0,0,0,0,0,0,0,0,0,1
LUPIN,20190313,20190312,20190311,0.892,-0.309,0.175,-1.035,1.015,0,0.231,-0.377,0.994,0.019,0.588,-0.025,0.493,-0.012,0.124,-0.548,0.23,-0.469,0.292,-0.118,0.037,-0.286,0.236,-0.243,0.329,0,0.062,-0.193,0.006,-0.872,0.325,0.175,-1.035,0.731,-0.138,2.765,1.768,0.718,1.823,0.51,-0.199,0.28,-0.077,0.565,0.019,0.74,-0.083,0.227,-0.025,0.671,-0.038,0.019,-0.443,0.082,-0.241,0.44,-0.063,0.113,-0.411,0.503,-0.095,0.239,-0.05,0.376,-0.076,-1.623,0.057,0,0.602,-1.131,0.602,-5.76,0.037,-1.174,0.466,-1.27,0.466,-5.905,1.235,-0.486,1.235,-5.086,0,1
LUPIN,20190314,20190313,20190312,-80070,-80070,-76230,-76230,0.037,-1.174,0.872,0.113,0.106,-0.771,0.394,-0.189,0.542,-0.025,0.603,-0.094,0.255,-0.3,0.168,-0.162,0.168,-0.262,0.037,-1.059,0.201,-0.278,0.101,-4.808,0.35,-1.231,-4.219,-76230,-76230,-4.797,95.085,0.892,-0.309,-5.031,0.718,1.015,0,0.231,-0.377,0.994,0.019,0.588,-0.025,0.493,-0.012,0.124,-0.548,0.23,-0.469,0.292,-0.118,0.037,-0.286,0.236,-0.243,0.329,0,0.062,-0.193,0.006,-0.872,-0.326,-0.125,-0.137,-76230,-76230,-76230,-76230,0,0,0,0,0,0,0,0,0,0,0,1
M&M,20190313,20190312,20190311,0.587,-0.602,0.218,-0.976,0.53,-0.015,0.276,-0.241,0.087,-0.315,0.277,0,-0.044,-0.3,0.146,-0.168,0.284,-0.007,0.895,-0.044,0.116,-0.246,0.152,-0.575,0.29,-0.153,0.159,-0.145,0.08,-0.731,0.233,0.218,-0.976,0.371,-0.54,2.475,1.941,0.371,1.336,0.805,-0.067,0.441,-0.118,0.088,-0.318,0.353,-0.03,0.375,-0.044,0.293,0,0.22,-0.066,0.044,-0.441,0.293,-0.066,0.139,-0.25,0.095,-0.213,-0.066,-0.545,0.476,-0.015,-0.598,-0.631,-0.713,0.218,-0.976,0.218,-0.976,0.189,-1.006,0.189,-1.006,0.189,-1.006,0.502,-0.389,0.502,-0.389,0,1
M&M,20190314,20190313,20190312,-68710,-68710,-68320,-68320,0.189,-1.006,0.299,-0.139,0.051,-0.337,0.567,-0.095,0.073,-0.263,0.429,-0.051,-0.029,-0.314,0.007,-0.226,0.087,-0.205,0.16,-0.117,0.117,-0.029,0.087,-0.168,0.204,-0.315,-0.037,-68320,-68320,-0.57,99.244,0.587,-0.602,-0.57,0.371,0.53,-0.015,0.276,-0.241,0.087,-0.315,0.277,0,-0.044,-0.3,0.146,-0.168,0.284,-0.007,0.895,-0.044,0.116,-0.246,0.152,-0.575,0.29,-0.153,0.159,-0.145,0.08,-0.731,-0.233,-0.029,-0.541,-68320,-68320,-68320,-68320,0,0,0,0,0,0,0,0,0,0,0,1
MARUTI,20190313,20190312,20190311,1.471,0.477,0.635,-0.367,0.539,-0.014,1.239,0.179,0.227,-0.132,0.484,0,0.052,-0.281,0.186,-0.218,0.119,-0.251,0.162,-0.051,0.021,-0.183,0.042,-0.433,0.399,0.014,0.014,-0.251,0.058,-0.952,0.511,0.635,-0.367,0.841,-0.559,2.179,1.635,0.841,1.439,0.895,-0.072,0.139,-0.256,0.618,0.046,0.398,0.044,0.452,0.015,0.458,0.014,0.074,-0.318,0.211,-0.001,0.041,-0.118,0.07,-0.249,0.085,-0.169,0.042,-0.283,0.113,-0.423,-0.738,-0.213,-0.41,0.635,-1.521,0.635,-1.521,0.457,-0.547,0.457,-1.702,0.457,-1.702,0.546,-1.213,0.546,-1.213,0,1
MARUTI,20190314,20190313,20190312,-716900,-716900,-709005,-709005,0.457,-0.547,0.546,-0.042,0.069,-0.676,0.393,-0.098,0.14,-0.137,0.134,-0.256,-0.107,-0.322,0.084,-0.481,0.061,-0.577,0.197,-0.152,0.151,-0.257,0.112,-0.213,0.301,0.055,-0.628,-709005,-709005,-1.071,98.885,1.471,0.477,-1.113,0.841,0.539,-0.014,1.239,0.179,0.227,-0.132,0.484,0,0.052,-0.281,0.186,-0.218,0.119,-0.251,0.162,-0.051,0.021,-0.183,0.042,-0.433,0.399,0.014,0.014,-0.251,0.058,-0.952,-0.513,-0.179,-0.557,-709005,-709005,-709005,-709005,0,0,0,0,0,0,0,0,0,0,0,1
NMDC,20190313,20190312,20190311,3.217,1.592,2.696,1.061,1.067,-0.27,0.752,-0.178,0.133,-0.222,0.044,-0.671,0.223,-0.494,0.179,-0.723,0.27,0,0.716,-0.135,0.179,-0.135,0.448,-0.135,0.134,-0.225,0.579,-0.135,0.089,-0.493,-0.313,2.696,1.061,0.536,-2.246,2.533,1.216,0.536,1.038,0.318,-0.92,0.183,-0.785,0.365,-0.046,0.455,0.046,0.364,-0.137,0.408,-0.137,0.091,-0.182,0.182,-0.137,0.272,-0.046,0.091,-0.273,0.903,-0.046,0.181,-0.136,0.585,-0.091,-1.512,-0.18,-0.451,2.696,0.798,2.696,0.798,0.739,-0.928,0.739,-1.197,0.739,-1.197,0.218,-1.64,0.218,-1.64,1,0
NMDC,20190314,20190313,20190312,-11315,-11315,-11285,-11285,0.739,-0.928,0.218,-0.924,0.132,-0.754,0.918,-0.31,0.351,-0.132,0.525,-0.044,0.131,-0.838,0.527,0.044,0.176,-0.309,0.22,-0.088,0.132,-0.22,0.307,-0.132,0.088,-0.396,-0.703,-11285,-11285,-0.264,98.774,3.217,1.592,-0.264,0.536,1.067,-0.27,0.752,-0.178,0.133,-0.222,0.044,-0.671,0.223,-0.494,0.179,-0.723,0.27,0,0.716,-0.135,0.179,-0.135,0.448,-0.135,0.134,-0.225,0.579,-0.135,0.089,-0.493,0.312,-2.011,-2.239,-11285,-11285,-11285,-11285,0,0,0,0,0,0,0,0,0,0,0,1
NTPC,20190313,20190312,20190311,0.199,-3.966,-0.132,-4.31,3.582,-0.1,0.192,-1.631,-0.065,-1.249,0.196,-0.891,0.394,-0.364,0.066,-0.632,0.462,-0.3,0.397,-0.1,0.066,-0.432,0.626,-0.033,0.198,-0.132,0.297,-0.066,0.296,-0.564,-2.975,-0.132,-4.31,0.429,0.265,2.143,-1.594,0.331,-1.057,0.552,-1.224,0.131,-0.43,1.719,0.099,0.743,-0.196,1.28,0.032,0.096,-0.548,0.859,-0.193,1.452,-0.515,1.404,-0.032,0.22,-1.274,0.411,-0.255,0.127,-2.038,0.097,-3.679,0.362,0.429,-0.735,-0.132,-4.31,-0.132,-4.31,0.132,-4.034,0.132,-4.034,0.132,-4.034,0.398,-3.23,0.398,-3.23,0,1
NTPC,20190314,20190313,20190312,-14985,-14985,-14720,-14720,0.132,-4.034,0.398,-3.23,0.441,-0.239,0.777,-0.102,0.608,-0.034,0.27,-0.102,0.437,-0.237,0.403,0.067,0.302,-0.135,0,-0.607,0.168,-0.067,0.302,-0.067,0.101,-1.432,-1.35,-14720,-14720,-1.788,97.216,0.199,-3.966,-1.788,0.331,3.582,-0.1,0.192,-1.631,-0.065,-1.249,0.196,-0.891,0.394,-0.364,0.066,-0.632,0.462,-0.3,0.397,-0.1,0.066,-0.432,0.626,-0.033,0.198,-0.132,0.297,-0.066,0.296,-0.564,2.889,0.363,0.264,-14720,-14720,-14720,-14720,0,0,0,0,0,0,0,0,0,0,0,1
ONGC,20190313,20190312,20190311,-2.36,-5.697,-0.931,-4.221,1.028,-0.195,0,-2.25,0.131,-0.593,0.326,-0.098,0.747,-0.328,0.324,-0.261,0.356,-0.033,0.13,-0.391,0.227,-0.522,0.583,0.033,0.033,-1.485,0.131,-0.198,0.426,-0.33,-1.745,-0.931,-4.221,-1.416,0.877,2.796,1.594,-1.416,1.144,1.977,-0.099,0.325,-0.294,0.293,-0.065,0.033,-0.493,0.327,-0.066,0.098,-0.328,0.196,0,0,-0.262,0.585,-0.065,0.065,-0.261,0.033,-0.196,0.228,-0.065,0.065,-0.657,0.196,-0.654,-0.917,-0.931,-4.221,-0.931,-4.221,0,-3.26,0,-3.26,0,-3.26,0.634,-1.018,0.7,-1.018,0,1
ONGC,20190314,20190313,20190312,-14945,-14945,-14875,-14875,0,-3.26,0.634,-0.676,0.537,-0.543,0.635,-0.202,0.335,-0.371,0.468,-0.168,0.034,-0.539,0.269,-0.034,0.402,-0.236,0.301,-0.034,0.1,-0.302,0.667,-0.034,0.564,-0.503,0.601,-14875,-14875,-0.467,98.87,-2.36,-5.697,-0.467,-1.416,1.028,-0.195,0,-2.25,0.131,-0.593,0.326,-0.098,0.747,-0.328,0.324,-0.261,0.356,-0.033,0.13,-0.391,0.227,-0.522,0.583,0.033,0.033,-1.485,0.131,-0.198,0.426,-0.33,1.715,0.922,0.889,-14875,-14875,-14875,-14875,0,0,0,0,0,0,0,0,0,0,0,1
PFC,20190313,20190312,20190311,-2.266,-4.928,-0.408,-3.022,0.922,-0.356,0.351,-0.487,0.528,-0.311,0,-0.711,0.044,-1.121,0.267,-0.449,0.491,-0.315,0.401,-0.676,0.178,-0.269,0.045,-0.495,0.18,-0.634,0.537,0,0.045,-1.453,-2.392,-0.408,-3.022,-1.85,0.354,4.214,2.979,-1.85,2.371,1.133,-0.878,0.497,-0.091,0.271,-0.182,0.091,-0.456,1.391,-0.046,0.135,-0.226,0.628,-0.181,0.135,-0.181,1.07,-0.045,0.089,-0.448,0.535,-0.135,0.268,-0.179,0.401,-0.36,-1.499,-0.804,-0.984,1.773,-3.022,1.773,-3.022,0.227,-2.371,2.394,-2.371,2.394,-2.371,3.59,-0.881,3.59,-0.881,0,1
PFC,20190314,20190313,20190312,-10910,-10910,-11025,-11025,0.227,-2.371,0.776,-0.092,-0.092,-1.02,1.007,-0.139,0.594,-0.415,0.593,-0.184,0.456,-0.322,1.085,-0.092,2.482,0.181,0.399,-0.628,0.179,-0.722,0.937,-0.226,0,-0.722,2.247,-11025,-11025,1.167,100.136,-2.266,-4.928,1.034,-1.85,0.922,-0.356,0.351,-0.487,0.528,-0.311,0,-0.711,0.044,-1.121,0.267,-0.449,0.491,-0.315,0.401,-0.676,0.178,-0.269,0.045,-0.495,0.18,-0.634,0.537,0,0.045,-1.453,2.336,0.632,0.362,-11025,-11025,-11025,-11025,0,0,0,0,0,0,0,0,0,0,0,1
PNB,20190313,20190312,20190311,-1.641,-3.03,-0.117,-1.485,0.744,-0.231,0.173,-0.698,0.174,-0.641,0.521,-0.058,0,-0.937,0,-0.824,0.41,-0.413,0.584,0,1.099,-0.059,0.174,-0.35,0,-0.408,0.232,-0.292,-0.058,-1.296,-1.405,-0.117,-1.485,-1.522,-0.058,3.549,2.601,-1.522,1.864,1.173,-0.059,1.504,0,0.348,-0.292,0.117,-0.587,0.175,-0.411,0.176,-0.531,0.292,-0.117,0.234,-0.176,0.117,-0.293,0.35,-0.176,0.234,-0.059,0.987,-0.059,0.116,-0.467,-0.822,-0.99,-1.049,-0.117,-2.521,0.64,-2.521,0.176,-1.188,0.176,-2.221,0.931,-2.221,0.645,-1.741,1.396,-1.741,0,1
