Name,Date,N-1_Date,N-2_DATE,N_09:30_MAX_MINUS_N-1_09:00_Open,N_09:30_Min_MINUS_N-1_09:00_Open,N-1_Close_Minus_N_09:00_To_09:30_Max,N-1_Close_Minus_N_09:00_To_09:30_Min_,N-1_09:00_To_09:30_MAX_MINUS_09:00_OPEN,N-1_09:00_To_09:30_MIN_MINUS_09:00_OPEN,N-1_09:30_To_10:00_MAX_MINUS_09:30_OPEN,N-1_09:30_To_10:00_MIN_MINUS_09:30_OPEN,N-1_10:00_To_10:30_MAX_MINUS_10:00_OPEN,N-1_10:00_To_10:30_MIN_MINUS_10:00_OPEN,N-1_10:30_To_11:00_MAX_MINUS_10:30_OPEN,N-1_10:30_To_11:00_MIN_MINUS_10:30_OPEN,N-1_11:00_To_11:30_MAX_MINUS_11:00_OPEN,N-1_11:00_To_11:30_MIN_MINUS_11:00_OPEN,N-1_11:30_To_12:00_MAX_MINUS_11:30_OPEN,N-1_11:30_To_12:00_MIN_MINUS_11:30_OPEN,N-1_12:00_To_12:30_MAX_MINUS_12:00_OPEN,N-1_12:00_To_12:30_MIN_MINUS_12:00_OPEN,N-1_12:30_To_13:00_MAX_MINUS_12:30_OPEN,N-1_12:30_To_13:00_MIN_MINUS_12:30_OPEN,N-1_13:00_To_13:30_MAX_MINUS_13:00_OPEN,N-1_13:00_To_13:30_MIN_MINUS_13:00_OPEN,N-1_13:30_To_14:00_MAX_MINUS_13:30_OPEN,N-1_13:30_To_14:00_MIN_MINUS_13:30_OPEN,N-1_14:00_To_14:30_MAX_MINUS_14:00_OPEN,N-1_14:00_To_14:30_MIN_MINUS_14:00_OPEN,N-1_14:30_To_15:00_MAX_MINUS_14:30_OPEN,N-1_14:30_To_15:00_MIN_MINUS_14:30_OPEN,N-1_15:00_To_15:30_MAX_MINUS_15:00_OPEN,N-1_15:00_To_15:30_MIN_MINUS_15:00_OPEN,N-1_09:30_Open_Minus_N-1_EOD_Close,N_09:30_MAX_MINUS_N-1_EOD_CLOSE,N_09:30_Min_MINUS_N-1_EOD_CLOSE,N-1_15:30_To_EOD_MAX_MINUS_N_09:00_OPEN,N-1_15:30_To_EOD_MIN_MINUS_N_09:00_OPEN,N-1_09:00_To_09:30_Max_Minus_N-2_09:00_Open,N-1_09:00_To_09:30_Min_Minus_N-2_09:00_Open,N-1_EOD_Close_Minus_N-1_09:00_Open,N-2_EOD_Close_Minus_N-2_09:00_Open,N-2_09:00_To_09:30_MAX_MINUS_09:00_OPEN,N-2_09:00_To_09:30_MIN_MINUS_09:00_OPEN,N-2_09:30_To_10:00_MAX_MINUS_09:30_OPEN,N-2_09:30_To_10:00_MIN_MINUS_09:30_OPEN,N-2_10:00_To_10:30_MAX_MINUS_10:00_OPEN,N-2_10:00_To_10:30_MIN_MINUS_10:00_OPEN,N-2_10:30_To_11:00_MAX_MINUS_10:30_OPEN,N-2_10:30_To_11:00_MIN_MINUS_10:30_OPEN,N-2_11:00_To_11:30_MAX_MINUS_11:00_OPEN,N-2_11:00_To_11:30_MIN_MINUS_11:00_OPEN,N-2_11:30_To_12:00_MAX_MINUS_11:30_OPEN,N-2_11:30_To_12:00_MIN_MINUS_11:30_OPEN,N-2_12:00_To_12:30_MAX_MINUS_12:00_OPEN,N-2_12:00_To_12:30_MIN_MINUS_12:00_OPEN,N-2_12:30_To_13:00_MAX_MINUS_12:30_OPEN,N-2_12:30_To_13:00_MIN_MINUS_12:30_OPEN,N-2_13:00_To_13:30_MAX_MINUS_13:00_OPEN,N-2_13:00_To_13:30_MIN_MINUS_13:00_OPEN,N-2_13:30_To_14:00_MAX_MINUS_13:30_OPEN,N-2_13:30_To_14:00_MIN_MINUS_13:30_OPEN,N-2_14:00_To_14:30_MAX_MINUS_14:00_OPEN,N-2_14:00_To_14:30_MIN_MINUS_14:00_OPEN,N-2_14:30_To_15:00_MAX_MINUS_14:30_OPEN,N-2_14:30_To_15:00_MIN_MINUS_14:30_OPEN,N-2_15:00_To_15:30_MAX_MINUS_15:00_OPEN,N-2_15:00_To_15:30_MIN_MINUS_15:00_OPEN,N-2_09:30_Open_Minus_N-2_EOD_Close,N-2_15:30_To_EOD_MAX_MINUS_N-1_09:00_OPEN,N-2_15:30_To_EOD_MIN_MINUS_N-1_09:00_OPEN,N_09:00_To_13:45_Max_Minus_N-1_Close,N_09:00_To_13:45_Min_Minus_N-1_Close,N-1_Close_Minus_N_09:00_To_15:00_Max,N-1_Close_Minus_N_09:00_To_15:00_Min_,N_09:00_To_09:30_Max_Minus_09:00_Open,N_09:00_To_09:30_Min_Minus_09:00_Open,N_09:00_To_13:45_Max_Minus_09:00_Open,N_09:00_To_13:45_Min_Minus_09:00_Open,N_09:00_To_15:00_Max_Minus_09:00_Open,N_09:00_To_15:00_Min_Minus_09:00_Open,N_09:30_To_13:45_Max_Minus_N_09:30_Open,N_09:30_To_13:45_Min_Minus_N_09:30_Open,N_09:30_To_15:00_Max_Minus_N_09:30_Open,N_09:30_To_15:00_Min_Minus_N_09:30_Open,N_DAY_MAX_GRT_N-1_DAY_MAX,N_DAY_MIN_LT_N-1_DAY_MIN
BANKINDIA,20190314,20190313,20190312,-9125,-9125,-9105,-9105,0.27,-1.096,0.971,-0.055,-0.054,-1.547,0.926,-0.055,0.273,-0.11,0.327,-0.606,-0.219,-0.716,0.328,-0.055,0.653,-0.055,1.554,-0.328,0.642,-0.705,0.27,-0.763,0.756,-0.327,0.326,-9105,-9105,-0.217,98.374,-1.351,-2.74,-0.217,-1.406,0.794,-0.375,0.107,-0.59,0.053,-0.754,0.268,-0.27,-0.054,-0.976,0.323,-0.762,0.217,-0.547,0.486,-0.218,1.017,-0.108,0.376,-0.815,0.054,-0.432,0.323,-0.108,0,-1.144,1.334,0.216,-0.272,-9105,-9105,-9105,-9105,0,0,0,0,0,0,0,0,0,0,0,1
BHARATFORG,20190313,20190312,20190311,-1.227,-2.366,-0.028,-1.154,0.13,-1.475,0.619,-0.189,0.393,-0.217,0.754,-0.452,0.216,-0.16,0.291,-0.132,0.113,-0.711,0.48,-0.256,0.226,-0.218,-0.019,-0.302,0.702,-0.047,0.037,-0.528,0.225,-0.882,0.113,-0.028,-1.154,-1.198,0.028,5.082,3.556,-1.198,4.496,1.058,-0.632,1.531,-0.234,0.562,-0.192,0.766,-0.01,0.34,-0.19,0.88,-0.019,0.234,-0.386,0.393,-0.216,0.112,-0.197,0.075,-0.319,0.494,-0.009,0.363,-0.763,0.774,-0.254,-3.761,-0.459,-0.487,2.627,-1.154,2.689,-1.154,0,-1.126,2.654,-1.126,2.717,-1.126,3.123,-0.543,3.185,-0.543,1,1
BHARATFORG,20190314,20190313,20190312,-52895,-52895,-53650,-53650,0,-1.126,0.236,-0.266,0.047,-0.429,1.884,-0.171,1.499,-0.028,0.129,-0.474,0.407,-0.391,0.442,-0.251,0.395,-0.065,0.413,-0.101,0.119,-0.872,0.396,-0.343,0.231,-0.898,1.879,-53650,-53650,1.405,100.953,-1.227,-2.366,1.405,-1.198,0.13,-1.475,0.619,-0.189,0.393,-0.217,0.754,-0.452,0.216,-0.16,0.291,-0.132,0.113,-0.711,0.48,-0.256,0.226,-0.218,-0.019,-0.302,0.702,-0.047,0.037,-0.528,0.225,-0.882,-0.113,0.028,0.028,-53650,-53650,-53650,-53650,0,0,0,0,0,0,0,0,0,0,0,1
BHARTIARTL,20190313,20190312,20190311,6.661,4.078,1.332,-1.398,1.916,-1.048,0.613,-0.483,1.479,0.06,2.776,-0.059,2.274,-0.421,0.475,-0.392,0.86,-0.101,1.052,-0.014,0.371,-0.373,-0.014,-0.749,0.472,-0.797,0.866,-0.057,0.862,-0.128,5.458,1.332,-1.398,5.401,0.496,8.812,6.057,5.401,7.31,0.976,-0.227,0.717,-0.161,1.247,0.112,0.174,-0.318,0.457,-0.302,1.78,-0.063,0.587,-0.171,0.4,-0.17,0.154,-0.371,0.69,-0.248,0.535,-0.339,2.054,-0.077,1.75,0.075,-7.073,0.3,0.3,1.332,-3.243,1.332,-4.16,2.16,-0.548,2.16,-2.377,2.16,-3.286,0.1,-2.905,0.1,-3.819,1,0
BHARTIARTL,20190314,20190313,20190312,-34785,-34785,-33675,-33675,2.16,-0.548,0.1,-1.461,0.058,-1.212,0.793,-0.087,0.26,-0.218,0.043,-0.232,0.13,-0.276,0.087,-1.174,0.885,-0.205,0.262,-0.469,0.263,-1.005,0.571,-0.622,0.324,-0.416,-3.819,-33675,-33675,-3.286,96.245,6.661,4.078,-3.286,5.401,1.916,-1.048,0.613,-0.483,1.479,0.06,2.776,-0.059,2.274,-0.421,0.475,-0.392,0.86,-0.101,1.052,-0.014,0.371,-0.373,-0.014,-0.749,0.472,-0.797,0.866,-0.057,0.862,-0.128,-5.773,0.839,0.471,-33675,-33675,-33675,-33675,0,0,0,0,0,0,0,0,0,0,0,1
BHEL,20190313,20190312,20190311,-0.285,-2.029,0.57,-1.159,0.985,-0.214,0.42,0,0.211,-0.566,0.422,-0.283,0.071,-0.713,0.214,-0.646,0.429,0,0.072,-0.431,0.072,-0.215,0.357,-0.215,0.071,-0.502,0.641,-0.072,0.214,-0.647,-1.791,0.57,-1.159,-0.86,-0.497,4.993,3.843,-0.86,3.569,0.515,-0.521,1.738,0,0.363,-0.073,0.218,-0.219,0.435,-0.073,0.506,-0.073,0.217,-0.218,0.504,-0.145,0.43,-0.072,0.996,-0.072,0.143,-0.143,0.071,-0.503,1.275,-0.216,-3.242,-0.5,-0.571,0.57,-2.346,0.57,-2.346,0.142,-1.594,0.142,-2.786,0.142,-2.786,0.216,-1.686,0.216,-1.686,0,1
BHEL,20190314,20190313,20190312,-6910,-6910,-6700,-6700,0.142,-1.594,0.216,-0.726,0,-1.026,0.435,-0.292,0,-0.365,0.581,0.146,-0.073,-0.586,0.219,-0.073,0.146,-0.146,0.218,-0.219,0.146,-0.293,0.073,-0.293,0.146,-0.812,-1.985,-6700,-6700,-2.937,95.578,-0.285,-2.029,-3.088,-0.86,0.985,-0.214,0.42,0,0.211,-0.566,0.422,-0.283,0.071,-0.713,0.214,-0.646,0.429,0,0.072,-0.431,0.072,-0.215,0.357,-0.215,0.071,-0.502,0.641,-0.072,0.214,-0.647,1.759,-0.43,-0.502,-6700,-6700,-6700,-6700,0,0,0,0,0,0,0,0,0,0,0,1
BPCL,20190313,20190312,20190311,0.398,-1.042,-0.167,-1.615,0.36,-0.779,1.671,-0.299,0.925,-0.321,0.445,-0.243,0.076,-0.732,0.102,-0.809,0.166,-0.762,0.256,-0.374,0.179,-0.594,0.398,-0.453,0.537,-0.4,0.026,-0.489,0.294,-0.606,1.217,-0.167,-1.615,0.564,-0.18,5.175,4.091,0.564,4.599,1.27,-0.122,1.962,0.013,0.407,-0.304,0.538,0.013,0.524,-0.079,0.73,0.223,0.689,-0.065,0.117,-0.458,0.582,-0.143,0.528,-0.364,0.13,-0.456,0.168,-0.352,0.862,-0.078,-3.976,-0.245,-0.258,0.586,-2,0.586,-2,0.013,-1.432,0.764,-1.817,0.764,-1.817,1.503,-1.059,1.503,-1.059,0,1
BPCL,20190314,20190313,20190312,-38850,-38850,-38805,-38805,0.013,-1.432,0.155,-0.546,0.13,-0.758,0.647,-0.301,0.155,-0.338,0.13,-0.182,1.796,-0.286,0.153,-0.709,0.026,-0.297,0.386,0,0.539,-0.194,0.676,-0.232,0.423,-0.142,0.63,-38805,-38805,-0.026,99.628,0.398,-1.042,-0.116,0.564,0.36,-0.779,1.671,-0.299,0.925,-0.321,0.445,-0.243,0.076,-0.732,0.102,-0.809,0.166,-0.762,0.256,-0.374,0.179,-0.594,0.398,-0.453,0.537,-0.4,0.026,-0.489,0.294,-0.606,-1.232,0.179,-0.18,-38805,-38805,-38805,-38805,0,0,0,0,0,0,0,0,0,0,0,1
CANBK,20190313,20190312,20190311,-2.116,-3.503,0.447,-0.905,0.228,-1.018,0.115,-0.597,0.173,-0.483,0.576,-0.174,0,-0.543,0.019,-0.879,0.234,-0.47,0.467,-0.098,0.658,-0.234,0.271,-0.625,0.039,-0.369,0.232,-0.272,0,-0.979,-1.814,0.447,-0.905,-2.574,0.266,2.124,0.903,-2.574,0.521,0.213,-0.919,1.997,-0.058,0.669,0.173,0.057,-0.404,0.153,-0.425,0.096,-0.425,0.557,-0.058,0.25,-0.096,0.364,-0.212,0.058,-0.697,0.154,-0.7,0.577,-0.194,0.077,-0.541,-0.64,-1.407,-1.486,1.309,-1.044,2.694,-1.044,0.796,-0.551,1.655,-0.69,3.036,-0.69,1.27,-1.084,2.657,-1.084,1,1
CANBK,20190314,20190313,20190312,-25450,-25450,-26200,-26200,0.796,-0.551,1.27,-0.019,-0.136,-1.631,0.274,-0.275,0.216,-0.315,0.43,-0.02,0.274,-0.334,0.526,0,0.504,-0.078,1.435,-0.019,0.554,-0.27,1.139,-0.173,0.872,0.172,2.471,-26200,-26200,2.852,102.544,-2.116,-3.503,2.852,-2.574,0.228,-1.018,0.115,-0.597,0.173,-0.483,0.576,-0.174,0,-0.543,0.019,-0.879,0.234,-0.47,0.467,-0.098,0.658,-0.234,0.271,-0.625,0.039,-0.369,0.232,-0.272,0,-0.979,1.781,0.351,0.273,-26200,-26200,-26200,-26200,0,0,0,0,0,0,0,0,0,0,0,1
CENTURYTEX,20190313,20190312,20190311,1.882,0.398,0.502,-1.003,0.09,-0.902,0.451,-0.307,0.265,-0.289,1.081,-0.057,0.191,-0.237,0.982,0.056,0.206,-0.297,0.788,-0.123,0,-0.475,0.167,-0.33,0.627,0.017,1.096,-0.117,0.155,-0.825,2.052,0.502,-1.003,1.387,-0.675,3.529,2.571,1.387,2.399,0.992,-0.035,0.593,-0.029,0.552,-0.023,0.276,-0.498,0.023,-0.225,0.385,0.035,0.487,-0.04,0.308,-0.189,0.382,-0.074,0.148,-0.309,0.245,-0.195,0.642,-0.046,0.78,-0.125,-1.906,-1.08,-1.08,0.502,-1.583,0.502,-1.583,0,-1.513,0,-2.096,0,-2.096,0.851,-1.116,0.851,-1.116,0,0
CENTURYTEX,20190314,20190313,20190312,-90500,-90500,-89335,-89335,0,-1.513,0.851,-0.033,-0.011,-1.043,0.478,-0.286,0.095,-0.778,0.503,-0.045,0.29,-0.179,0.279,-0.084,0.184,-0.212,0.084,-0.42,0.156,-0.117,0.417,-0.089,0.362,-0.663,-0.33,-89335,-89335,-1.303,98.598,1.882,0.398,-1.303,1.387,0.09,-0.902,0.451,-0.307,0.265,-0.289,1.081,-0.057,0.191,-0.237,0.982,0.056,0.206,-0.297,0.788,-0.123,0,-0.475,0.167,-0.33,0.627,0.017,1.096,-0.117,0.155,-0.825,-2.095,-0.505,-0.667,-89335,-89335,-89335,-89335,0,0,0,0,0,0,0,0,0,0,0,1
CIPLA,20190313,20190312,20190311,0.249,-1.367,0.691,-0.918,0.46,-0.12,0.102,-0.501,0.25,-0.046,0.24,-0.204,0.516,-0.046,0.102,-0.418,0.434,-0.158,0.305,-0.009,0.028,-0.167,0.037,-0.167,0.019,-0.176,0.093,-0.269,0.148,-0.261,-0.464,0.691,-0.918,-0.445,-0.638,0.414,-0.167,-0.445,-0.241,0.065,-0.932,0.121,-0.532,0.852,0.019,0.25,-0.177,0.471,0.157,0.065,-0.399,0.093,-0.056,0.083,-0.195,0.129,-0.186,0.213,-0.139,0.25,-0.121,0.102,-0.102,0.166,-0.223,-0.325,-0.194,-0.213,0.691,-0.918,0.691,-1.335,0.055,-1.564,0.055,-1.564,0.055,-1.984,0.474,-0.365,0.474,-0.809,0,1
CIPLA,20190314,20190313,20190312,-54120,-54120,-53180,-53180,0.055,-1.564,0.474,-0.168,0.103,-0.29,0.27,-0.093,0.093,-0.075,0.335,-0.028,0.093,-0.215,0.149,0,0.075,-0.252,0.233,-0.028,0.065,-0.271,0.112,-0.611,0.122,-0.452,-0.591,-53180,-53180,-1.726,98.082,0.249,-1.367,-1.764,-0.445,0.46,-0.12,0.102,-0.501,0.25,-0.046,0.24,-0.204,0.516,-0.046,0.102,-0.418,0.434,-0.158,0.305,-0.009,0.028,-0.167,0.037,-0.167,0.019,-0.176,0.093,-0.269,0.148,-0.261,0.462,-0.64,-0.64,-53180,-53180,-53180,-53180,0,0,0,0,0,0,0,0,0,0,0,1
COALINDIA,20190313,20190312,20190311,-1.24,-4.79,-0.393,-3.914,0.77,-0.657,0.082,-1.327,1.426,-0.186,0.53,-0.185,0.082,-0.389,0.143,-0.595,0.286,-0.309,0.02,-0.329,0.062,-0.288,0.123,-0.103,0.164,-0.082,0.226,-0.062,-0.021,-0.454,-0.597,-0.393,-3.914,-0.782,0.388,4.415,3.04,-0.844,3.04,1.4,-0.319,1.407,-0.084,0.906,-0.229,0.021,-0.31,1.002,0.041,0.347,-0.144,0.082,-0.349,0.041,-0.515,0.43,-0.144,0.041,-0.246,0.143,-0.144,0.041,-0.743,0.41,-0.103,-2.162,-0.657,-0.761,-0.393,-3.914,-0.393,-3.914,0,-3.507,0,-3.507,0,-3.507,0.167,-1.999,0.167,-1.999,0,1
COALINDIA,20190314,20190313,20190312,-24100,-24100,-23765,-23765,0,-3.507,0.167,-0.524,0.271,-1.595,0.482,-0.19,0.481,-0.337,0.396,-0.189,0.375,-0.084,-0.021,-0.546,0.334,-0.105,0.084,-0.316,0.168,-0.232,0.231,-0.084,0.854,-0.189,-0.482,-23765,-23765,-1.086,98.202,-1.24,-4.79,-1.404,-0.844,0.77,-0.657,0.082,-1.327,1.426,-0.186,0.53,-0.185,0.082,-0.389,0.143,-0.595,0.286,-0.309,0.02,-0.329,0.062,-0.288,0.123,-0.103,0.164,-0.082,0.226,-0.062,-0.021,-0.454,0.593,0.452,0.391,-23765,-23765,-23765,-23765,0,0,0,0,0,0,0,0,0,0,0,1
DISHTV,20190313,20190312,20190311,0.514,-1.575,0.386,-1.706,0.896,-0.519,1.656,-0.26,0.769,0.129,0,-1.04,0.129,-0.521,0.517,-0.654,1.538,0,0.387,-0.259,0.129,-0.259,2.645,0,0.759,-0.256,0,-0.512,0.127,-1.948,0.387,0.386,-1.706,0.129,-0.388,3.713,2.338,0.129,1.571,3.093,-0.669,1.913,-0.786,0.389,-0.261,0.773,-0.26,0.259,-0.26,0.389,-0.524,0.261,-0.792,0.391,-0.526,0.13,-0.393,0.131,-0.263,0.522,-0.131,0.907,0,0.39,-1.054,0.65,-1.309,-1.309,0.386,-4.167,0.386,-4.167,0,-2.1,0,-4.57,0,-4.57,0.259,-3.36,0.259,-3.36,0,1
DISHTV,20190314,20190313,20190312,-3790,-3790,-3665,-3665,0,-2.1,0.259,-0.919,-0.13,-2.811,1.573,-0.941,0.131,-0.662,0.527,0,0.132,-0.265,0.658,0,0,-0.665,0.917,0,0.262,-0.93,0.396,-0.667,0.265,-0.399,-2.125,-3665,-3665,-3.32,94.216,0.514,-1.575,-3.32,0.129,0.896,-0.519,1.656,-0.26,0.769,0.129,0,-1.04,0.129,-0.521,0.517,-0.654,1.538,0,0.387,-0.259,0.129,-0.259,2.645,0,0.759,-0.256,0,-0.512,0.127,-1.948,-0.389,-0.387,-0.387,-3665,-3665,-3665,-3665,0,0,0,0,0,0,0,0,0,0,0,1
DLF,20190313,20190312,20190311,8.515,6.255,3.693,1.314,0.252,-0.422,4.692,-0.028,1.12,-0.135,0.51,-0.108,1.118,-0.324,0.373,-0.295,0.401,-0.404,0,-0.594,0.107,-0.324,0.482,-0.135,0.267,-0.215,0.374,-0.027,1.245,0.027,5.326,3.693,1.314,5.007,-2.215,1.874,1.211,5.007,0.792,1.433,0,0.337,-0.623,0.226,-0.483,0.339,-0.199,0.645,0,0.449,-0.056,0.084,-0.395,0.056,-0.624,0.31,0,0.113,-1.028,0.255,-0.114,0.368,-0.171,0.395,-0.085,0.478,-0.763,-0.848,3.693,1.184,3.693,1.184,2.001,-0.42,2.001,-0.553,2.001,-0.553,-0.154,-2.605,-0.154,-2.605,1,0
DLF,20190314,20190313,20190312,-19005,-19005,-19115,-19115,2.001,-0.42,-0.154,-1.855,0.26,-0.895,1.216,-0.184,0.337,-0.417,0.234,-0.183,0.208,-0.157,0.649,-0.131,0.026,-0.261,0.44,-0.104,0.026,-0.681,0.622,-0.235,0.415,-0.445,-1.457,-19115,-19115,0.572,100.052,8.515,6.255,0.572,5.007,0.252,-0.422,4.692,-0.028,1.12,-0.135,0.51,-0.108,1.118,-0.324,0.373,-0.295,0.401,-0.404,0,-0.594,0.107,-0.324,0.482,-0.135,0.267,-0.215,0.374,-0.027,1.245,0.027,-5.626,-1.758,-2.111,-19115,-19115,-19115,-19115,0,0,0,0,0,0,0,0,0,0,0,1
DRREDDY,20190313,20190312,20190311,2.181,0.454,1.186,-0.558,0.528,0,0.106,-0.444,0.677,0,0.27,-0.183,0.423,-0.109,0.152,-0.335,0.291,-0.258,0.285,-0.051,0.077,-0.192,0.171,-0.098,0.128,-0.147,0.546,0.004,0.049,-0.27,0.643,1.186,-0.558,1.007,0.415,0.98,0.455,1.007,-0.07,0.793,-0.038,0.265,-0.437,0.112,-0.154,0.383,-0.059,0.634,-0.163,0.096,-0.681,0.262,-0.015,-0.03,-0.472,0.189,-0.323,0,-0.799,0.08,-0.378,0.156,-0.377,0.399,-0.063,0.298,-0.38,-0.527,1.592,-0.558,1.592,-0.558,1.734,0,2.138,0,2.138,0,0.716,-0.426,0.716,-1.021,1,0
DRREDDY,20190314,20190313,20190312,-265105,-265105,-265485,-265485,1.734,0,0.716,-0.048,0.104,-0.521,0.182,-0.236,0.148,-0.115,0.161,-0.173,0.043,-0.392,0.128,-0.131,0.188,-0.145,0.167,-0.223,0.228,-0.069,0.054,-0.924,0.187,-0.771,-1.308,-265485,-265485,0.143,100.074,2.181,0.454,0.143,1.007,0.528,0,0.106,-0.444,0.677,0,0.27,-0.183,0.423,-0.109,0.152,-0.335,0.291,-0.258,0.285,-0.051,0.077,-0.192,0.171,-0.098,0.128,-0.147,0.546,0.004,0.049,-0.27,-0.647,0.555,0.411,-265485,-265485,-265485,-265485,0,0,0,0,0,0,0,0,0,0,0,1
EICHERMOT,20190313,20190312,20190311,-1.609,-2.681,1.044,0,1.245,-0.571,-0.58,-2.827,1.703,0.025,0.758,0.044,0.044,-0.24,0.24,-0.361,0.326,-0.058,0.301,-0.027,0.002,-0.212,0.443,-0.074,0.403,-0.249,0.14,-1.227,0.012,-1.883,-2.772,1.044,0,-2.681,-0.516,6.112,4.385,-2.681,4.548,2.975,-0.149,0.624,-0.021,0.133,-0.297,0.054,-0.691,0.067,-0.33,0.167,-0.313,0.234,-0.076,0.949,-0.054,0,-0.298,0.161,-0.196,0.486,-0.151,1.847,-0.18,0.865,-0.636,-2.295,-0.399,-0.524,1.784,0,1.784,0,0.926,-0.119,1.667,-0.119,1.667,-0.119,1.181,-0.177,1.181,-0.177,0,0
EICHERMOT,20190314,20190313,20190312,-2248780,-2248780,-2277625,-2277625,0.926,-0.119,0.659,-0.177,0.22,-0.215,0.911,-0.094,0.019,-0.423,0.039,-0.168,0.13,-0.145,0.07,-0.214,0.484,0.02,0.407,-0.176,0.035,-0.383,0.061,-0.289,0.45,-0.684,0.778,-2277625,-2277625,1.365,101.278,-1.609,-2.681,1.266,-2.681,1.245,-0.571,-0.58,-2.827,1.703,0.025,0.758,0.044,0.044,-0.24,0.24,-0.361,0.326,-0.058,0.301,-0.027,0.002,-0.212,0.443,-0.074,0.403,-0.249,0.14,-1.227,0.012,-1.883,2.697,-0.12,-0.532,-2277625,-2277625,-2277625,-2277625,0,0,0,0,0,0,0,0,0,0,0,1
GAIL,20190313,20190312,20190311,1.2,-0.64,1.2,-0.64,0.729,-0.014,0.643,-0.155,0.098,-0.31,0.028,-0.593,0.197,-0.212,0.056,-0.439,0.155,-0.127,0.338,0,0.042,-0.638,0.071,-0.901,0.948,-0.215,0.789,-0.057,0.672,-1.561,-0.367,1.2,-0.64,0,0.099,1.585,0.848,0,0.256,0.75,-0.243,0.438,-0.456,0.113,-0.042,0.409,0,0.88,-0.042,0.07,-0.252,0,-0.323,0,-0.649,0.449,0.014,0.056,-0.808,0.071,-0.455,0.241,-0.514,0.142,-0.142,0.255,-0.54,-0.611,1.2,-1.042,1.2,-1.549,1.298,-0.54,1.298,-0.942,1.298,-1.449,0.14,-2.013,0.14,-2.525,1,1
GAIL,20190314,20190313,20190312,-35255,-35255,-35060,-35060,1.298,-0.54,0.14,-0.989,0.113,-0.653,0.436,-0.284,0.014,-0.354,0.141,-0.326,0.113,-0.498,0.099,-0.356,0.028,-0.471,0.581,0,0.353,-0.256,0.085,-1.004,1.061,0.086,-1.621,-35060,-35060,-0.284,99.166,1.2,-0.64,-0.555,0,0.729,-0.014,0.643,-0.155,0.098,-0.31,0.028,-0.593,0.197,-0.212,0.056,-0.439,0.155,-0.127,0.338,0,0.042,-0.638,0.071,-0.901,0.948,-0.215,0.789,-0.057,0.672,-1.561,0.366,0.099,0.099,-35060,-35060,-35060,-35060,0,0,0,0,0,0,0,0,0,0,0,1
GRASIM,20190313,20190312,20190311,0.378,-0.825,0.402,-0.801,0.812,-0.241,0.352,-0.306,0.245,-0.222,0.054,-0.084,0,-0.198,0.072,-0.451,0.204,-0.084,0.06,-0.09,0.024,-0.174,0.06,-0.054,0.018,-0.162,0.054,-0.518,0.072,-0.884,-0.584,0.402,-0.801,-0.024,-0.102,3.521,2.497,-0.024,2.32,1.065,-0.006,0.08,-0.648,0.562,-0.018,0.355,-0.104,0.031,-0.387,0.202,-0.049,0.25,-0.129,0.468,-0.073,1.274,-0.116,0.024,-0.477,0.006,-0.553,0.048,-0.358,0.633,-0.085,-1.434,-0.417,-0.423,0.408,-1.194,0.408,-1.194,0.3,-0.904,0.306,-1.297,0.306,-1.297,0.911,-0.682,0.911,-0.682,0,1
GRASIM,20190314,20190313,20190312,-83065,-83065,-82215,-82215,0.3,-0.904,0.911,-0.024,-0.024,-0.974,0.531,-0.061,0.024,-0.34,0.109,-0.255,0.097,-0.164,0.133,-0.122,0.218,-0.128,0.43,0,0.357,-0.122,0.303,-0.073,0.267,-0.195,-0.419,-82215,-82215,-1.033,98.858,0.378,-0.825,-1.033,-0.024,0.812,-0.241,0.352,-0.306,0.245,-0.222,0.054,-0.084,0,-0.198,0.072,-0.451,0.204,-0.084,0.06,-0.09,0.024,-0.174,0.06,-0.054,0.018,-0.162,0.054,-0.518,0.072,-0.884,0.58,-0.102,-0.102,-82215,-82215,-82215,-82215,0,0,0,0,0,0,0,0,0,0,0,1
HCLTECH,20190313,20190312,20190311,2.485,0.957,1.617,0.074,1.389,-0.435,0.593,0.01,0.211,-0.282,0.044,-0.218,0.099,-0.218,0.094,-0.517,0.301,-0.084,0.394,-0.099,0.005,-0.129,0.01,-0.054,0.099,-0.049,0.384,-0.561,0.074,-0.614,-0.01,1.617,0.074,0.883,-0.393,1.134,-0.695,0.883,-0.259,1.037,-0.089,0.514,-0.049,-0.039,-0.745,-0.005,-0.386,0.123,-0.232,0.094,-0.332,-0.01,-0.782,0.005,-0.504,0.303,-0.04,0.095,-0.18,0.105,-0.08,0.234,-0.055,0.213,-0.219,1.19,0,0,2.843,0.074,2.843,0.074,1.233,-0.316,2.464,-0.316,2.464,-0.316,1.4,-0.474,1.4,-0.474,1,0
