Name,Date,N_DAY_MAX_GRT_N-1_DAY_MAX,N_Day_Max_Lt_N-1_Close,N_Day_Min_Grt_N-1_Close,N_DAY_MIN_LT_N-1_DAY_MIN,N_09:00_To_09:30_Max_Minus_09:00_Open,N_09:00_To_09:30_Min_Minus_09:00_Open,N_09:00_To_13:45_Max_Minus_09:00_Open,N_09:00_To_13:45_Max_Minus_N-1_Close,N_09:00_To_13:45_Min_Minus_09:00_Open,N_09:00_To_13:45_Min_Minus_N-1_Close,N_09:00_To_15:00_Max_Minus_09:00_Open,N_09:00_To_15:00_Min_Minus_09:00_Open,N_09:30_MAX_MINUS_N-1_09:00_Open,N_09:30_MAX_MINUS_N-1_EOD_CLOSE,N_09:30_Min_MINUS_N-1_09:00_Open,N_09:30_Min_MINUS_N-1_EOD_CLOSE,N_09:30_To_13:45_Max_Minus_N_09:30_Open,N_09:30_To_13:45_Min_Minus_N_09:30_Open,N_09:30_To_15:00_Max_Minus_N_09:30_Open,N_09:30_To_15:00_Min_Minus_N_09:30_Open,N-1_09:00_To_09:30_MAX_MINUS_09:00_OPEN,N-1_09:00_To_09:30_Max_Minus_N-2_09:00_Open,N-1_09:00_To_09:30_MIN_MINUS_09:00_OPEN,N-1_09:00_To_09:30_Min_Minus_N-2_09:00_Open,N-1_09:30_Open_Minus_N-1_EOD_Close,N-1_09:30_To_10:00_MAX_MINUS_09:30_OPEN,N-1_09:30_To_10:00_MIN_MINUS_09:30_OPEN,N-1_10:00_To_10:30_MAX_MINUS_10:00_OPEN,N-1_10:00_To_10:30_MIN_MINUS_10:00_OPEN,N-1_10:30_To_11:00_MAX_MINUS_10:30_OPEN,N-1_10:30_To_11:00_MIN_MINUS_10:30_OPEN,N-1_11:00_To_11:30_MAX_MINUS_11:00_OPEN,N-1_11:00_To_11:30_MIN_MINUS_11:00_OPEN,N-1_11:30_To_12:00_MAX_MINUS_11:30_OPEN,N-1_11:30_To_12:00_MIN_MINUS_11:30_OPEN,N-1_12:00_To_12:30_MAX_MINUS_12:00_OPEN,N-1_12:00_To_12:30_MIN_MINUS_12:00_OPEN,N-1_12:30_To_13:00_MAX_MINUS_12:30_OPEN,N-1_12:30_To_13:00_MIN_MINUS_12:30_OPEN,N-1_13:00_To_13:30_MAX_MINUS_13:00_OPEN,N-1_13:00_To_13:30_MIN_MINUS_13:00_OPEN,N-1_13:30_To_14:00_MAX_MINUS_13:30_OPEN,N-1_13:30_To_14:00_MIN_MINUS_13:30_OPEN,N-1_14:00_To_14:30_MAX_MINUS_14:00_OPEN,N-1_14:00_To_14:30_MIN_MINUS_14:00_OPEN,N-1_14:30_To_15:00_MAX_MINUS_14:30_OPEN,N-1_14:30_To_15:00_MIN_MINUS_14:30_OPEN,N-1_15:00_To_15:30_MAX_MINUS_15:00_OPEN,N-1_15:00_To_15:30_MIN_MINUS_15:00_OPEN,N-1_15:30_To_EOD_MAX_MINUS_N_09:00_OPEN,N-1_15:30_To_EOD_MIN_MINUS_N_09:00_OPEN,N-1_Close_Minus_N_09:00_To_09:30_Max,N-1_Close_Minus_N_09:00_To_09:30_Min_,N-1_Close_Minus_N_09:00_To_15:00_Max,N-1_Close_Minus_N_09:00_To_15:00_Min_,N-1_EOD_Close_Minus_N-1_09:00_Open,N-2_09:00_To_09:30_MAX_MINUS_09:00_OPEN,N-2_09:00_To_09:30_MIN_MINUS_09:00_OPEN,N-2_09:30_Open_Minus_N-2_EOD_Close,N-2_09:30_To_10:00_MAX_MINUS_09:30_OPEN,N-2_09:30_To_10:00_MIN_MINUS_09:30_OPEN,N-2_10:00_To_10:30_MAX_MINUS_10:00_OPEN,N-2_10:00_To_10:30_MIN_MINUS_10:00_OPEN,N-2_10:30_To_11:00_MAX_MINUS_10:30_OPEN,N-2_10:30_To_11:00_MIN_MINUS_10:30_OPEN,N-2_11:00_To_11:30_MAX_MINUS_11:00_OPEN,N-2_11:00_To_11:30_MIN_MINUS_11:00_OPEN,N-2_11:30_To_12:00_MAX_MINUS_11:30_OPEN,N-2_11:30_To_12:00_MIN_MINUS_11:30_OPEN,N-2_12:00_To_12:30_MAX_MINUS_12:00_OPEN,N-2_12:00_To_12:30_MIN_MINUS_12:00_OPEN,N-2_12:30_To_13:00_MAX_MINUS_12:30_OPEN,N-2_12:30_To_13:00_MIN_MINUS_12:30_OPEN,N-2_13:00_To_13:30_MAX_MINUS_13:00_OPEN,N-2_13:00_To_13:30_MIN_MINUS_13:00_OPEN,N-2_13:30_To_14:00_MAX_MINUS_13:30_OPEN,N-2_13:30_To_14:00_MIN_MINUS_13:30_OPEN,N-2_14:00_To_14:30_MAX_MINUS_14:00_OPEN,N-2_14:00_To_14:30_MIN_MINUS_14:00_OPEN,N-2_14:30_To_15:00_MAX_MINUS_14:30_OPEN,N-2_14:30_To_15:00_MIN_MINUS_14:30_OPEN,N-2_15:00_To_15:30_MAX_MINUS_15:00_OPEN,N-2_15:00_To_15:30_MIN_MINUS_15:00_OPEN,N-2_15:30_To_EOD_MAX_MINUS_N-1_09:00_OPEN,N-2_15:30_To_EOD_MIN_MINUS_N-1_09:00_OPEN,N-2_EOD_Close_Minus_N-2_09:00_Open,0,1
LT,20190328,1,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,PZ,PZ,NZ,NZ,N,PZ,NZ,Z,NZ,Z,NZ,Z,NZ,Z,NZ,PZ,NZ,Z,NZ,Z,NZ,Z,NZ,PZ,NZ,PZ,NZ,Z,NZ,Z,Z,Z,NN,Z,NN,Z,PZ,NZ,Z,PZ,NZ,PZ,Z,Z,NZ,Z,NZ,Z,NZ,Z,NZ,Z,Z,PZ,Z,Z,NZ,PZ,Z,PZ,Z,Z,NZ,Z,NZ,Z,102,103
LUPIN,20190327,1,0,0,1,PZ,Z,PZ,PZ,N,N,PZ,N,PZ,PZ,Z,Z,PZ,N,PZ,N,PZ,Z,NZ,N,Z,Z,NZ,PZ,Z,PZ,NZ,Z,Z,PZ,Z,PZ,NZ,PZ,Z,PZ,NZ,Z,NZ,Z,Z,PZ,NZ,PZ,Z,PZ,NZ,PZ,Z,PZ,N,Z,PZ,N,P,PZ,Z,Z,NZ,PZ,NZ,PZ,Z,Z,NZ,Z,NZ,PZ,NZ,Z,NZ,Z,NZ,Z,NZ,PZ,NZ,PZ,NZ,Z,NZ,NN,103,104
LUPIN,20190328,1,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,PZ,PZ,Z,Z,NN,PZ,NZ,PZ,NZ,Z,NZ,PZ,NZ,Z,NZ,PZ,Z,Z,NZ,PZ,NZ,Z,NZ,PZ,Z,PZ,NZ,Z,NZ,Z,Z,Z,NN,Z,NN,N,PZ,NZ,Z,Z,NZ,PZ,Z,PZ,NZ,Z,Z,PZ,Z,PZ,NZ,PZ,Z,PZ,NZ,Z,NZ,Z,Z,PZ,NZ,PZ,Z,Z,NZ,Z,104,105
M&M,20190327,1,0,0,1,Z,NZ,Z,PZ,N,NZ,Z,N,P,PZ,Z,NZ,Z,N,Z,N,PZ,Z,NZ,N,Z,Z,NZ,Z,NZ,PZ,NZ,PZ,NZ,PZ,Z,Z,NZ,Z,NZ,PZ,Z,PZ,NZ,PZ,Z,PZ,NZ,PZ,Z,PZ,NZ,PZ,NZ,PZ,N,Z,PZ,NZ,Z,PZ,NZ,PZ,NZ,PZ,Z,PZ,NZ,PZ,NZ,PZ,NZ,Z,NZ,PZ,Z,Z,NZ,Z,NZ,PZ,Z,Z,NZ,Z,NZ,Z,105,106
M&M,20190328,1,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,Z,P,NZ,Z,N,Z,NZ,Z,NZ,Z,NZ,PZ,NZ,PZ,NZ,PZ,NZ,Z,NZ,PZ,Z,Z,NZ,Z,NZ,PZ,NZ,PZ,NZ,Z,Z,Z,NN,Z,NN,N,PZ,NZ,Z,Z,NZ,Z,NZ,PZ,NZ,PZ,NZ,PZ,Z,Z,NZ,Z,NZ,PZ,Z,PZ,NZ,PZ,Z,PZ,NZ,PZ,Z,Z,NZ,Z,106,107
MARUTI,20190327,1,0,0,0,PZ,NZ,PZ,PZ,N,NZ,PZ,N,P,PZ,Z,Z,Z,N,Z,N,PZ,P,NZ,Z,Z,PZ,NZ,PZ,NZ,PZ,NZ,Z,NZ,PZ,Z,PZ,Z,PZ,NZ,PZ,Z,PZ,NZ,PZ,Z,PZ,Z,PZ,Z,PZ,NZ,PZ,Z,PZ,N,Z,PZ,NZ,Z,PZ,NZ,Z,N,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,Z,Z,NZ,PZ,NZ,PZ,Z,PZ,Z,PZ,NZ,Z,NZ,Z,107,108
MARUTI,20190328,1,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,PZ,P,NZ,Z,N,Z,NZ,Z,NZ,PZ,NZ,Z,NZ,Z,NZ,PZ,Z,PZ,NZ,PZ,NZ,Z,NZ,Z,NZ,PZ,Z,Z,NZ,Z,Z,Z,NN,Z,NN,N,PZ,NZ,Z,PZ,NZ,PZ,NZ,PZ,NZ,Z,NZ,PZ,Z,PZ,Z,PZ,NZ,PZ,Z,PZ,NZ,PZ,Z,PZ,Z,PZ,Z,Z,NZ,Z,108,109
NMDC,20190327,0,0,0,1,Z,NZ,Z,P,NN,N,Z,NN,PZ,P,NZ,Z,PZ,N,PZ,NN,PZ,Z,NZ,N,Z,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,Z,PZ,NZ,P,NZ,Z,NZ,PZ,Z,PZ,NZ,PZ,NZ,Z,NZ,P,Z,P,NN,Z,PZ,NN,Z,PZ,NZ,PZ,NZ,PZ,Z,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,Z,Z,PZ,NZ,PZ,NZ,PZ,NZ,Z,NZ,Z,109,110
NMDC,20190328,1,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,Z,PZ,NZ,NZ,NN,Z,NZ,PZ,NZ,PZ,NZ,PZ,Z,PZ,NZ,PZ,NZ,Z,NZ,PZ,NZ,Z,NZ,Z,NZ,PZ,NZ,Z,NZ,Z,Z,Z,NN,Z,NN,NN,PZ,NZ,Z,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,Z,PZ,NZ,P,NZ,Z,NZ,PZ,Z,PZ,NZ,PZ,NZ,Z,NZ,Z,110,111
NTPC,20190327,0,0,0,1,Z,N,Z,Z,N,N,Z,NN,PP,Z,Z,N,PZ,NZ,PZ,N,P,PP,NZ,Z,PP,PZ,Z,Z,NZ,Z,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,Z,PZ,NZ,Z,NZ,PZ,Z,PZ,Z,PP,Z,PP,NZ,Z,N,Z,NN,PP,PP,NZ,Z,PZ,N,PZ,NZ,PZ,Z,P,Z,Z,NZ,PZ,Z,PZ,Z,Z,NZ,Z,NZ,PZ,NZ,PZ,NZ,PZ,N,Z,N,P,111,112
NTPC,20190328,1,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,Z,PP,N,Z,N,PZ,NZ,Z,NZ,Z,NZ,PZ,NZ,PZ,Z,PZ,NZ,Z,NZ,PZ,Z,PZ,NZ,Z,N,PZ,NZ,PZ,NZ,Z,Z,Z,NN,Z,NN,NN,P,NZ,NN,PZ,Z,Z,NZ,Z,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,Z,PZ,NZ,Z,NZ,PZ,Z,PZ,Z,PP,Z,Z,NZ,PP,112,113
ONGC,20190327,0,0,0,1,Z,N,PZ,PZ,N,N,PZ,N,Z,Z,N,N,PP,NZ,PP,NZ,P,PP,Z,Z,N,PZ,NZ,Z,N,PZ,NZ,Z,NZ,PZ,NZ,Z,NZ,PZ,Z,PZ,Z,PZ,Z,Z,NZ,PZ,Z,PZ,NZ,PZ,Z,Z,N,PZ,N,Z,P,NZ,NN,PZ,NN,PZ,NZ,P,Z,PZ,NZ,PZ,NZ,PZ,Z,P,Z,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PP,Z,Z,NZ,PP,113,114
ONGC,20190328,1,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,Z,Z,N,N,P,P,NZ,PZ,Z,PZ,NZ,PZ,NZ,PZ,Z,PZ,Z,Z,NZ,Z,NZ,Z,NZ,PZ,Z,PZ,NZ,PZ,NZ,Z,Z,Z,NN,Z,NN,Z,P,Z,P,PZ,NZ,Z,N,PZ,NZ,Z,NZ,PZ,NZ,Z,NZ,PZ,Z,PZ,Z,PZ,Z,Z,NZ,PZ,Z,PZ,NZ,Z,Z,Z,114,115
PFC,20190327,0,0,0,1,Z,N,PZ,P,NN,N,PZ,NN,Z,PZ,N,NZ,P,N,P,N,P,PP,NZ,Z,Z,PZ,NZ,PZ,NZ,P,NZ,PZ,NZ,PZ,NZ,Z,N,PZ,NZ,PZ,NZ,PZ,Z,Z,NZ,PZ,NZ,PZ,N,Z,N,PZ,NZ,P,N,N,PP,Z,NN,P,Z,PZ,Z,PZ,NZ,PZ,NZ,P,Z,P,NZ,PZ,NZ,PZ,NZ,PZ,N,PZ,NZ,PZ,NZ,P,Z,Z,N,PP,115,116
PFC,20190328,1,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,Z,Z,N,N,Z,P,NZ,PZ,N,PZ,NZ,PZ,NZ,Z,NZ,PZ,Z,PZ,NZ,PZ,Z,PZ,N,P,NZ,PZ,NZ,Z,NZ,Z,Z,Z,NN,Z,NN,N,P,NZ,Z,PZ,NZ,PZ,NZ,P,NZ,PZ,NZ,PZ,NZ,Z,N,PZ,NZ,PZ,NZ,PZ,Z,Z,NZ,PZ,NZ,PZ,N,Z,N,N,116,117
PNB,20190327,1,0,1,0,P,Z,P,PP,NZ,Z,P,NZ,PP,PP,Z,Z,PZ,N,PZ,N,PZ,PP,NZ,Z,P,PZ,Z,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,Z,PZ,NZ,PZ,NZ,Z,NZ,PZ,NZ,PZ,NZ,P,NZ,PP,N,PP,Z,PP,Z,P,PZ,NZ,Z,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,Z,Z,NZ,PZ,Z,Z,N,PZ,NZ,PZ,NZ,Z,NZ,Z,117,118
PNB,20190328,1,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,P,PP,Z,Z,Z,Z,NZ,PZ,NZ,PZ,NZ,PZ,NZ,Z,N,PZ,NZ,PZ,NZ,PZ,Z,Z,N,PZ,NZ,PZ,NZ,Z,NZ,Z,Z,Z,NN,Z,NN,Z,PZ,NZ,N,PZ,Z,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,Z,PZ,NZ,PZ,NZ,Z,NZ,PZ,NZ,PZ,NZ,P,NZ,Z,N,P,118,119
POWERGRID,20190327,1,0,0,1,PZ,NZ,PZ,PZ,N,N,PZ,NN,P,PZ,NZ,NZ,PZ,NZ,PZ,N,PZ,PP,NZ,Z,P,PZ,NZ,PZ,NZ,PZ,NZ,P,Z,Z,NZ,Z,NZ,Z,Z,Z,Z,Z,NZ,PZ,Z,Z,NZ,PZ,Z,PZ,NZ,PZ,NZ,PZ,NN,Z,P,NZ,N,PZ,NZ,Z,NZ,PZ,NZ,PZ,Z,P,Z,PZ,NZ,Z,NZ,PZ,Z,PZ,NZ,Z,NZ,PZ,Z,PZ,NZ,Z,Z,PP,119,120
POWERGRID,20190328,1,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,PZ,P,NZ,NZ,Z,PZ,NZ,PZ,Z,PZ,Z,Z,NZ,PZ,NZ,Z,Z,Z,NZ,Z,NZ,Z,N,PZ,NZ,PZ,NZ,PZ,NZ,Z,Z,Z,NN,Z,NN,N,PZ,NZ,N,PZ,NZ,PZ,NZ,PZ,NZ,P,Z,Z,NZ,Z,NZ,Z,Z,Z,Z,Z,NZ,PZ,Z,Z,NZ,PZ,Z,Z,NZ,Z,120,121
RCOM,20190327,0,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,Z,Z,Z,NN,Z,PP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,NN,Z,NN,Z,PZ,N,PP,Z,N,P,Z,Z,NN,PZ,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,PP,Z,N,121,122
RCOM,20190328,1,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,NN,Z,NN,Z,Z,Z,Z,PP,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,PP,Z,Z,122,123
RELCAPITAL,20190327,1,0,0,0,PZ,NN,PP,PP,NN,N,PP,NN,PP,P,Z,N,PP,NZ,PP,NZ,PZ,PP,NZ,Z,PP,PZ,NZ,P,NZ,PZ,NZ,PP,Z,PZ,NZ,P,Z,PZ,NZ,PP,NZ,PP,Z,PZ,NZ,Z,N,PZ,N,PP,N,P,N,PP,N,PP,PZ,N,NN,P,Z,PZ,NZ,P,NZ,P,Z,PZ,Z,PP,NZ,P,Z,Z,NZ,PZ,NZ,PZ,NZ,PZ,Z,P,NZ,Z,NZ,PP,123,124
RELCAPITAL,20190328,1,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,PZ,PP,NN,Z,P,PP,NZ,P,Z,Z,NZ,PP,Z,Z,N,P,Z,PZ,NZ,PZ,Z,PP,NZ,PZ,N,PZ,N,PZ,NZ,Z,Z,Z,NN,Z,NN,Z,PZ,NZ,NN,PZ,NZ,P,NZ,PZ,NZ,PP,Z,PZ,NZ,P,Z,PZ,NZ,PP,NZ,PP,Z,PZ,NZ,Z,N,PZ,N,Z,N,PP,124,125
RELIANCE,20190327,1,0,0,0,Z,NZ,Z,PZ,N,NZ,Z,NN,PP,PZ,Z,NZ,PZ,NZ,PZ,N,PZ,PZ,Z,NZ,PP,PZ,Z,PZ,Z,Z,NZ,PZ,Z,Z,NZ,PZ,Z,PZ,Z,PZ,Z,Z,NZ,PZ,NZ,PZ,Z,PZ,Z,PP,NZ,PZ,NZ,PZ,N,PP,Z,NZ,Z,Z,NZ,PZ,Z,PZ,NZ,Z,NZ,PZ,NZ,Z,NZ,PZ,Z,Z,NZ,PZ,NZ,Z,NZ,PZ,Z,PZ,NZ,Z,NZ,Z,125,126
RELIANCE,20190328,1,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,Z,PP,NZ,Z,N,Z,NZ,PZ,NZ,PZ,NZ,PZ,NZ,Z,NZ,PZ,NZ,PZ,NZ,PZ,Z,Z,N,PZ,NZ,PZ,NZ,Z,NZ,Z,Z,Z,NN,Z,NN,N,PZ,Z,NN,PZ,Z,PZ,Z,Z,NZ,PZ,Z,Z,NZ,PZ,Z,PZ,Z,PZ,Z,Z,NZ,PZ,NZ,PZ,Z,PZ,Z,Z,NZ,PP,126,127
RELINFRA,20190327,1,0,0,0,PZ,N,PP,PP,N,NZ,PP,N,PP,P,Z,NZ,PP,NZ,PP,NZ,PZ,PP,NZ,Z,PP,PZ,NZ,PZ,Z,Z,NZ,P,Z,PZ,NZ,PZ,Z,P,Z,P,Z,P,Z,PZ,NZ,Z,N,PZ,N,PP,N,P,NZ,PP,NZ,PP,P,NZ,Z,PZ,NZ,PZ,NZ,PZ,NZ,P,Z,PZ,NZ,P,NZ,P,NZ,PZ,NZ,Z,NZ,PZ,NZ,PZ,Z,Z,N,Z,NZ,P,127,128
RELINFRA,20190328,1,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,PZ,PP,N,Z,N,P,NZ,P,NZ,Z,NZ,P,NZ,PZ,N,PZ,Z,PZ,NZ,PZ,NZ,P,N,PZ,NZ,PZ,N,Z,N,Z,Z,Z,NN,Z,NN,NN,PZ,NZ,NN,PZ,NZ,PZ,Z,Z,NZ,P,Z,PZ,NZ,PZ,Z,P,Z,P,Z,P,Z,PZ,NZ,Z,N,PZ,N,Z,NZ,PP,128,129
RPOWER,20190327,0,0,0,1,PZ,NZ,P,P,N,N,P,NN,PP,PZ,Z,NZ,P,NZ,P,NN,PP,P,Z,N,Z,PZ,N,PZ,NZ,PZ,NZ,P,NZ,PZ,NZ,PZ,NZ,Z,NZ,PP,Z,PP,Z,PZ,Z,PZ,N,PZ,NZ,PP,Z,PZ,NZ,P,NN,PP,Z,NN,Z,PZ,Z,P,NZ,Z,NZ,PZ,NZ,PZ,NZ,PP,NZ,PP,Z,PZ,NZ,PZ,NZ,Z,NZ,PZ,NZ,Z,N,PZ,Z,Z,129,130
RPOWER,20190328,1,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,PZ,PP,NZ,Z,NN,P,NZ,PZ,NZ,Z,NZ,Z,NZ,Z,NZ,Z,NZ,Z,N,PZ,Z,PZ,NZ,PZ,NZ,Z,N,PZ,N,Z,Z,Z,NN,Z,NN,NN,PP,Z,Z,PZ,N,PZ,NZ,PZ,NZ,P,NZ,PZ,NZ,PZ,NZ,Z,NZ,PP,Z,PP,Z,PZ,Z,PZ,N,PZ,NZ,Z,Z,PP,130,131
SAIL,20190327,1,0,0,1,PZ,NZ,P,PP,N,NZ,P,N,P,P,Z,Z,P,N,P,N,Z,Z,NZ,NN,Z,PZ,NZ,PZ,Z,Z,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,Z,Z,NZ,PZ,Z,PZ,Z,PZ,Z,PZ,NZ,P,Z,PP,N,Z,Z,NN,P,Z,N,PZ,NZ,PZ,NZ,PZ,NZ,PZ,Z,PZ,Z,PZ,N,PZ,NZ,PZ,Z,PZ,NZ,PZ,NZ,PZ,NZ,Z,N,NN,131,132
SAIL,20190328,1,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,PZ,P,NZ,Z,N,P,Z,PZ,NZ,PZ,Z,PZ,Z,Z,N,PZ,NZ,PZ,NZ,PZ,NZ,Z,N,Z,NZ,PZ,NZ,PZ,NZ,Z,Z,Z,NN,Z,NN,N,Z,NZ,Z,PZ,NZ,PZ,Z,Z,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,Z,Z,NZ,PZ,Z,PZ,Z,PZ,Z,Z,NZ,Z,132,133
SBIN,20190327,1,0,1,0,PZ,Z,P,PP,NZ,Z,P,NZ,PP,P,Z,Z,P,NZ,P,NZ,PZ,PZ,Z,Z,PP,PZ,Z,PZ,Z,PZ,Z,PZ,NZ,Z,NZ,PZ,Z,PZ,NZ,PZ,Z,PZ,NZ,PZ,Z,PZ,NZ,P,Z,PP,NZ,P,Z,PP,Z,PP,PZ,NZ,Z,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,Z,NZ,PZ,Z,PZ,NZ,Z,NZ,PZ,Z,PZ,NZ,PZ,Z,Z,NZ,Z,NZ,Z,133,134
SBIN,20190328,1,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,PZ,PP,Z,Z,Z,Z,NZ,P,Z,PZ,NZ,Z,NZ,Z,NZ,PZ,Z,PZ,NZ,PZ,Z,Z,N,PZ,NZ,PZ,NZ,Z,NZ,P,Z,Z,NN,Z,NN,P,PZ,Z,NN,PZ,Z,PZ,Z,PZ,Z,PZ,NZ,Z,NZ,PZ,Z,PZ,NZ,PZ,Z,PZ,NZ,PZ,Z,PZ,NZ,P,Z,Z,NZ,PP,134,135
SIEMENS,20190327,1,0,1,0,PZ,NZ,P,PP,NZ,Z,P,NZ,PP,P,Z,Z,P,NZ,P,NZ,PZ,P,NZ,Z,Z,PZ,NZ,PZ,Z,P,Z,Z,NZ,Z,NZ,PZ,NZ,PZ,NZ,PZ,Z,Z,NZ,PZ,Z,PZ,Z,PZ,NZ,PZ,NZ,P,Z,PP,Z,Z,PZ,NZ,Z,P,NZ,PZ,Z,Z,NZ,PZ,Z,PZ,NZ,PZ,NZ,PZ,NZ,Z,Z,Z,NZ,Z,NZ,PZ,NZ,P,Z,Z,NZ,Z,135,136
SIEMENS,20190328,1,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,PZ,PP,NZ,Z,Z,Z,NZ,P,Z,Z,NZ,PZ,Z,Z,N,Z,NZ,Z,NZ,Z,NZ,PZ,NZ,PZ,NZ,PZ,NZ,Z,NZ,Z,Z,Z,NN,Z,NN,Z,PZ,NZ,Z,PZ,NZ,PZ,Z,P,Z,Z,NZ,Z,NZ,PZ,NZ,PZ,NZ,PZ,Z,Z,NZ,PZ,Z,PZ,Z,PZ,NZ,Z,NZ,Z,136,137
SUNPHARMA,20190327,1,0,0,1,P,N,P,P,NN,N,P,NN,PP,P,NZ,NZ,PZ,NN,PZ,NN,PZ,Z,NZ,NZ,Z,PZ,NZ,PZ,Z,PZ,NZ,PZ,NZ,PZ,NZ,Z,NZ,PZ,NZ,PZ,NZ,PZ,Z,PZ,Z,PZ,NZ,PZ,Z,PZ,NZ,P,NZ,P,NN,Z,Z,N,Z,PZ,Z,PZ,NZ,Z,NZ,PZ,Z,PZ,Z,Z,NZ,Z,NZ,Z,NZ,PZ,Z,Z,NZ,PZ,Z,PZ,NZ,Z,NZ,Z,137,138
SUNPHARMA,20190328,1,1,0,1,Z,Z,Z,Z,Z,NN,Z,Z,Z,Z,NN,NN,Z,Z,Z,Z,P,PP,N,NZ,NN,PZ,NZ,Z,NZ,PZ,NZ,PZ,Z,Z,NZ,PZ,NZ,PZ,NZ,Z,NZ,PZ,N,PZ,Z,PZ,NZ,PZ,NZ,Z,Z,Z,NN,Z,NN,N,PZ,NZ,Z,PZ,NZ,PZ,Z,PZ,NZ,PZ,NZ,PZ,NZ,Z,NZ,PZ,NZ,PZ,NZ,PZ,Z,PZ,Z,PZ,NZ,PZ,Z,Z,NZ,Z,138,139
SUNTV,20190327,1,0,1,0,P,NZ,PP,PP,NZ,Z,PP,NZ,P,P,Z,Z,P,NZ,P,NZ,P,P,Z,NZ,Z,Z,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,NZ,PZ,Z,Z,NZ,PZ,NZ,PZ,Z,PZ,Z,PZ,NZ,P,Z,PP,Z,Z,PZ,NZ,Z,PZ,NZ,PZ,Z,PZ,Z,Z,N,PZ,Z,Z,NZ,PZ,Z,Z,N,Z,N,PZ,NZ,PZ,NZ,PZ,Z,Z,NZ,Z,139,140
