Name,Date,N-1_Date,N-2_DATE,N_09:30_MAX_MINUS_N-1_09:00_Open,N_09:30_Min_MINUS_N-1_09:00_Open,N-1_Close_Minus_N_09:00_To_09:30_Max,N-1_Close_Minus_N_09:00_To_09:30_Min_,N-1_09:00_To_09:30_MAX_MINUS_09:00_OPEN,N-1_09:00_To_09:30_MIN_MINUS_09:00_OPEN,N-1_09:30_To_10:00_MAX_MINUS_09:30_OPEN,N-1_09:30_To_10:00_MIN_MINUS_09:30_OPEN,N-1_10:00_To_10:30_MAX_MINUS_10:00_OPEN,N-1_10:00_To_10:30_MIN_MINUS_10:00_OPEN,N-1_10:30_To_11:00_MAX_MINUS_10:30_OPEN,N-1_10:30_To_11:00_MIN_MINUS_10:30_OPEN,N-1_11:00_To_11:30_MAX_MINUS_11:00_OPEN,N-1_11:00_To_11:30_MIN_MINUS_11:00_OPEN,N-1_11:30_To_12:00_MAX_MINUS_11:30_OPEN,N-1_11:30_To_12:00_MIN_MINUS_11:30_OPEN,N-1_12:00_To_12:30_MAX_MINUS_12:00_OPEN,N-1_12:00_To_12:30_MIN_MINUS_12:00_OPEN,N-1_12:30_To_13:00_MAX_MINUS_12:30_OPEN,N-1_12:30_To_13:00_MIN_MINUS_12:30_OPEN,N-1_13:00_To_13:30_MAX_MINUS_13:00_OPEN,N-1_13:00_To_13:30_MIN_MINUS_13:00_OPEN,N-1_13:30_To_14:00_MAX_MINUS_13:30_OPEN,N-1_13:30_To_14:00_MIN_MINUS_13:30_OPEN,N-1_14:00_To_14:30_MAX_MINUS_14:00_OPEN,N-1_14:00_To_14:30_MIN_MINUS_14:00_OPEN,N-1_14:30_To_15:00_MAX_MINUS_14:30_OPEN,N-1_14:30_To_15:00_MIN_MINUS_14:30_OPEN,N-1_15:00_To_15:30_MAX_MINUS_15:00_OPEN,N-1_15:00_To_15:30_MIN_MINUS_15:00_OPEN,N-1_09:30_Open_Minus_N-1_EOD_Close,N_09:30_MAX_MINUS_N-1_EOD_CLOSE,N_09:30_Min_MINUS_N-1_EOD_CLOSE,N-1_15:30_To_EOD_MAX_MINUS_N_09:00_OPEN,N-1_15:30_To_EOD_MIN_MINUS_N_09:00_OPEN,N-1_09:00_To_09:30_Max_Minus_N-2_09:00_Open,N-1_09:00_To_09:30_Min_Minus_N-2_09:00_Open,N-1_EOD_Close_Minus_N-1_09:00_Open,N-2_EOD_Close_Minus_N-2_09:00_Open,N-2_09:00_To_09:30_MAX_MINUS_09:00_OPEN,N-2_09:00_To_09:30_MIN_MINUS_09:00_OPEN,N-2_09:30_To_10:00_MAX_MINUS_09:30_OPEN,N-2_09:30_To_10:00_MIN_MINUS_09:30_OPEN,N-2_10:00_To_10:30_MAX_MINUS_10:00_OPEN,N-2_10:00_To_10:30_MIN_MINUS_10:00_OPEN,N-2_10:30_To_11:00_MAX_MINUS_10:30_OPEN,N-2_10:30_To_11:00_MIN_MINUS_10:30_OPEN,N-2_11:00_To_11:30_MAX_MINUS_11:00_OPEN,N-2_11:00_To_11:30_MIN_MINUS_11:00_OPEN,N-2_11:30_To_12:00_MAX_MINUS_11:30_OPEN,N-2_11:30_To_12:00_MIN_MINUS_11:30_OPEN,N-2_12:00_To_12:30_MAX_MINUS_12:00_OPEN,N-2_12:00_To_12:30_MIN_MINUS_12:00_OPEN,N-2_12:30_To_13:00_MAX_MINUS_12:30_OPEN,N-2_12:30_To_13:00_MIN_MINUS_12:30_OPEN,N-2_13:00_To_13:30_MAX_MINUS_13:00_OPEN,N-2_13:00_To_13:30_MIN_MINUS_13:00_OPEN,N-2_13:30_To_14:00_MAX_MINUS_13:30_OPEN,N-2_13:30_To_14:00_MIN_MINUS_13:30_OPEN,N-2_14:00_To_14:30_MAX_MINUS_14:00_OPEN,N-2_14:00_To_14:30_MIN_MINUS_14:00_OPEN,N-2_14:30_To_15:00_MAX_MINUS_14:30_OPEN,N-2_14:30_To_15:00_MIN_MINUS_14:30_OPEN,N-2_15:00_To_15:30_MAX_MINUS_15:00_OPEN,N-2_15:00_To_15:30_MIN_MINUS_15:00_OPEN,N-2_09:30_Open_Minus_N-2_EOD_Close,N-2_15:30_To_EOD_MAX_MINUS_N-1_09:00_OPEN,N-2_15:30_To_EOD_MIN_MINUS_N-1_09:00_OPEN,N_09:00_To_13:45_Max_Minus_N-1_Close,N_09:00_To_13:45_Min_Minus_N-1_Close,N-1_Close_Minus_N_09:00_To_15:00_Max,N-1_Close_Minus_N_09:00_To_15:00_Min_,N_09:00_To_09:30_Max_Minus_09:00_Open,N_09:00_To_09:30_Min_Minus_09:00_Open,N_09:00_To_13:45_Max_Minus_09:00_Open,N_09:00_To_13:45_Min_Minus_09:00_Open,N_09:00_To_15:00_Max_Minus_09:00_Open,N_09:00_To_15:00_Min_Minus_09:00_Open,N_09:30_To_13:45_Max_Minus_N_09:30_Open,N_09:30_To_13:45_Min_Minus_N_09:30_Open,N_09:30_To_15:00_Max_Minus_N_09:30_Open,N_09:30_To_15:00_Min_Minus_N_09:30_Open,N_DAY_MAX_GRT_N-1_DAY_MAX,N_DAY_MIN_LT_N-1_DAY_MIN
ASHOKLEY,20190313,20190312,20190311,-9320,-9320,-9195,-9195,0.998,0,0.733,-0.264,0.105,-0.105,0.105,-0.635,0.315,-0.851,0.318,-0.642,0.053,-0.859,0.16,-0.647,0.321,-0.107,0.161,-0.161,0.85,0,0.16,-0.321,0,-1.134,-1.99,-9195,-9195,-1.345,97.558,4.677,3.715,-1.345,2.526,1.144,-0.666,0.435,-0.274,0.921,0.273,0.054,-0.327,0.163,-0.164,0.217,-0.054,0.109,-0.163,0.109,-0.109,0.217,-0.218,0.271,-0.163,0.325,-0.054,0.162,-0.109,1.389,-0.054,-1.583,-0.857,-1.236,-9195,-9195,-9195,-9195,0,0,0,0,0,0,0,0,0,0,0,1
ASIANPAINT,20190312,20190311,20190308,3.104,2.266,0.956,0.099,0.43,-0.289,0.366,-0.047,0.415,-0.166,0.115,-0.039,0,-0.144,0.304,-0.18,0.816,0.007,0.163,-0.285,0.284,-0.004,0.167,-0.135,1.009,0.057,0.211,-0.187,0.225,-0.336,2.257,0.956,0.099,2.169,-0.101,0.108,-0.614,2.169,-0.807,0.082,-0.949,0.463,-0.069,0.352,-0.007,0.101,-0.104,0.14,0.004,0.025,-0.252,0.04,-0.097,0.004,-0.351,0.101,-0.21,0.141,-0.083,0.058,-0.061,0.173,-0.043,0.072,-0.29,0.332,-0.289,-0.481,1.768,0.099,1.768,0.099,0.858,0,1.671,0,1.671,0,1.059,-0.144,1.059,-0.333,1,0
ASIANPAINT,20190313,20190312,20190311,-142020,-142020,-142710,-142710,0.858,0,0.959,-0.021,0.287,-0.024,0.01,-0.417,-0.01,-0.223,-0.017,-0.563,0.003,-0.133,0.003,-0.137,0.024,-0.112,0.073,-0.256,0.014,-0.07,0.021,-0.084,0,-0.351,-0.137,-142710,-142710,0.483,100.415,3.104,2.266,0.483,2.169,0.43,-0.289,0.366,-0.047,0.415,-0.166,0.115,-0.039,0,-0.144,0.304,-0.18,0.816,0.007,0.163,-0.285,0.284,-0.004,0.167,-0.135,1.009,0.057,0.211,-0.187,0.225,-0.336,-2.309,-0.099,-0.099,-142710,-142710,-142710,-142710,0,0,0,0,0,0,0,0,0,0,0,1
AUROPHARMA,20190312,20190311,20190308,2.493,0.945,0.963,-0.61,1.024,-0.292,0.474,-0.195,0.392,-0.094,0.127,-0.268,0.354,-0.195,0.06,-0.261,0.007,-0.302,0.32,-0.134,0.22,-0.094,0.08,-0.308,0.233,-0.221,0.127,-0.073,0.352,-0.274,0.706,0.963,-0.61,1.761,-0.927,3.642,2.361,1.545,2.208,1.289,-0.426,0.568,-0.575,1.095,-0.083,0.171,-0.316,0.424,0,0.178,-0.206,0.768,0,0.17,-0.205,0.434,-0.095,0.319,0.014,0.109,-0.361,0.319,-0.075,0.325,-0.307,-1.301,-0.448,-0.503,4.473,-1.063,4.473,-1.063,0.059,-1.528,3.601,-1.986,3.601,-1.986,4.644,-0.882,4.644,-0.882,1,0
AUROPHARMA,20190313,20190312,20190311,-75660,-75660,-77225,-77225,0.059,-1.528,0.107,-0.882,2.601,-0.114,2.157,0.242,1.094,0.006,0,-0.97,0.071,-0.453,0.385,-0.116,0.039,-0.589,0.019,-0.479,0.11,-0.467,0.38,-0.084,0.045,-0.708,3.084,-77225,-77225,2.308,101.934,2.493,0.945,2.024,1.545,1.024,-0.292,0.474,-0.195,0.392,-0.094,0.127,-0.268,0.354,-0.195,0.06,-0.261,0.007,-0.302,0.32,-0.134,0.22,-0.094,0.08,-0.308,0.233,-0.221,0.127,-0.073,0.352,-0.274,-0.711,-0.691,-0.912,-77225,-77225,-77225,-77225,0,0,0,0,0,0,0,0,0,0,0,1
AXISBANK,20190312,20190311,20190308,1.166,0.711,1.004,0.548,1.372,-0.246,-0.013,-0.351,0.403,-0.054,0.081,-0.283,0.235,-0.094,0.088,-0.338,0.142,-0.278,0.007,-0.257,0.182,-0.169,0.02,-0.517,0.041,-0.76,0.163,-0.273,0.265,-0.116,-1.171,1.004,0.548,0.448,-0.552,1.513,-0.103,0.163,0.157,0.041,-0.529,0.66,-0.247,0.916,-0.034,0.102,-0.3,0.59,-0.02,0.048,-0.348,0.177,-0.095,0,-0.493,0.136,-0.143,0.32,-0.13,0.238,0.02,0.381,0.014,0.347,-0.171,-0.39,0.014,0.014,1.936,0.548,1.936,0.548,0.458,0,1.395,0,1.395,0,1.021,-0.21,1.021,-0.21,1,0
AXISBANK,20190313,20190312,20190311,-73755,-73755,-74155,-74155,0.458,0,0.276,-0.21,0.802,0.04,0.374,0.007,0.027,-0.336,0.221,-0.255,0.02,-0.242,0.027,-0.236,-0.04,-0.256,0.007,-0.223,0.195,-0.088,0.047,-0.047,0.007,-0.196,0.162,-74155,-74155,0.545,100.406,1.166,0.711,0.539,0.163,1.372,-0.246,-0.013,-0.351,0.403,-0.054,0.081,-0.283,0.235,-0.094,0.088,-0.338,0.142,-0.278,0.007,-0.257,0.182,-0.169,0.02,-0.517,0.041,-0.76,0.163,-0.273,0.265,-0.116,1.157,-0.265,-0.551,-74155,-74155,-74155,-74155,0,0,0,0,0,0,0,0,0,0,0,1
BAJAJ-AUTO,20190312,20190311,20190308,1.677,1.061,0.67,0.048,0.494,-1.132,0.307,-0.195,0.157,-0.044,0.02,-0.331,0.264,0,0.134,-0.166,0.219,-0.064,0.333,0.023,0.128,-0.072,0.107,-0.025,0.392,-0.023,0.254,-0.145,0.043,-0.182,0.558,0.67,0.048,1.013,-0.37,2.543,0.95,1.013,1.58,0.668,-0.309,1.01,0.287,0.375,-0.038,0.082,-0.138,0.502,0.027,0.467,0.044,-0.017,-0.338,0.041,-0.277,0.044,-0.306,0.176,-0.024,0.428,-0.229,0.201,-0.003,0.442,-0.031,-1.396,-0.489,-0.489,0.67,-0.644,0.67,-0.644,0.324,-0.3,0.324,-0.995,0.324,-0.995,0.153,-0.944,0.153,-0.944,1,0
BAJAJ-AUTO,20190313,20190312,20190311,-301000,-301000,-299510,-299510,0.324,-0.3,0.153,-0.635,0.162,-0.463,0.317,-0.173,0.018,-0.197,0.133,-0.033,0.047,-0.1,0.359,-0.005,0.007,-0.384,0.102,-0.165,0.233,-0.033,0.118,-0.199,0.06,-0.274,-0.447,-299510,-299510,-0.497,99.472,1.677,1.061,-0.497,1.013,0.494,-1.132,0.307,-0.195,0.157,-0.044,0.02,-0.331,0.264,0,0.134,-0.166,0.219,-0.064,0.333,0.023,0.128,-0.072,0.107,-0.025,0.392,-0.023,0.254,-0.145,0.043,-0.182,-0.561,-0.348,-0.367,-299510,-299510,-299510,-299510,0,0,0,0,0,0,0,0,0,0,0,1
BAJFINANCE,20190312,20190311,20190308,1.688,1.104,0.909,0.32,0.838,0,0.413,-0.286,0.32,0.023,0.216,-0.047,0.179,-0.122,0.121,-0.143,0.417,-0.109,-0.021,-0.263,-0.107,-0.407,0.143,-0.357,0.222,-0.315,0.189,-0.152,0.068,-0.363,0.093,0.909,0.32,0.786,-0.683,2.483,1.659,0.786,1.631,0.832,-0.241,0.295,-0.433,0.223,-0.281,0.21,-0.027,0.335,-0.119,0.193,-0.201,0.269,-0.146,0.071,-0.441,0.111,-0.191,0.317,-0.029,1.108,-0.071,0.43,-0.114,0.392,-0.286,-1.037,-0.029,-0.21,0.909,-0.889,0.909,-1.266,0.24,-0.354,0.24,-1.571,0.24,-1.95,0.187,-1.529,0.187,-1.908,1,1
BAJFINANCE,20190313,20190312,20190311,-280890,-280890,-275205,-275205,0.24,-0.354,0.132,-0.388,0.057,-0.196,0.219,-0.094,-0.005,-0.677,0.162,-0.186,0.15,-0.672,0.036,-0.492,0.146,-0.193,0.23,-0.253,0.069,-0.108,0.135,-0.537,0.002,-0.528,-2.023,-275205,-275205,-2.065,97.939,1.688,1.104,-2.065,0.786,0.838,0,0.413,-0.286,0.32,0.023,0.216,-0.047,0.179,-0.122,0.121,-0.143,0.417,-0.109,-0.021,-0.263,-0.107,-0.407,0.143,-0.357,0.222,-0.315,0.189,-0.152,0.068,-0.363,-0.093,-0.675,-0.677,-275205,-275205,-275205,-275205,0,0,0,0,0,0,0,0,0,0,0,1
BANKBARODA,20190312,20190311,20190308,2.971,1.973,1.486,0.472,0.867,-0.044,1.539,-0.043,0.768,-0.129,0.171,-0.301,0.214,-0.388,0.727,0,0.086,-0.301,0.129,-0.215,0.428,-0.388,0.257,-0.474,0.043,-0.606,0.429,-0.216,0.215,-0.389,0.776,1.486,0.472,1.635,-0.787,-0.39,-1.313,1.508,-1.893,0.941,-0.216,0.301,-2.115,1.001,-0.176,0.131,-0.659,0.696,-0.088,0.477,-0.218,0.261,-0.35,0.087,-0.395,0.261,-0.263,0.175,-0.749,0.525,-0.044,0.655,-0.176,0.219,-0.619,1.942,-0.616,-0.749,1.486,-1.398,1.486,-1.398,0.722,-0.3,0.722,-2.184,0.722,-2.184,0.171,-2.053,0.171,-2.053,1,0
BANKBARODA,20190313,20190312,20190311,-11595,-11595,-11435,-11435,0.722,-0.3,0,-0.603,0.299,-0.56,0.599,-0.172,-0.043,-0.689,0,-1.485,0.347,-0.349,0.476,-0.043,0.602,-0.13,0.602,-0.13,-0.043,-0.65,0.259,-0.043,0.043,-0.871,-1.257,-11435,-11435,-1.387,97.52,2.971,1.973,-1.387,1.508,0.867,-0.044,1.539,-0.043,0.768,-0.129,0.171,-0.301,0.214,-0.388,0.727,0,0.086,-0.301,0.129,-0.215,0.428,-0.388,0.257,-0.474,0.043,-0.606,0.429,-0.216,0.215,-0.389,-0.782,-0.645,-0.776,-11435,-11435,-11435,-11435,0,0,0,0,0,0,0,0,0,0,0,1
