Name,Date,N-1_Date,N-2_DATE,N_09:30_MAX_MINUS_N-1_09:00_Open,N_09:30_Min_MINUS_N-1_09:00_Open,N-1_Close_Minus_N_09:00_To_09:30_Max,N-1_Close_Minus_N_09:00_To_09:30_Min_,N-1_09:00_To_09:30_MAX_MINUS_09:00_OPEN,N-1_09:00_To_09:30_MIN_MINUS_09:00_OPEN,N-1_09:30_To_10:00_MAX_MINUS_09:30_OPEN,N-1_09:30_To_10:00_MIN_MINUS_09:30_OPEN,N-1_10:00_To_10:30_MAX_MINUS_10:00_OPEN,N-1_10:00_To_10:30_MIN_MINUS_10:00_OPEN,N-1_10:30_To_11:00_MAX_MINUS_10:30_OPEN,N-1_10:30_To_11:00_MIN_MINUS_10:30_OPEN,N-1_11:00_To_11:30_MAX_MINUS_11:00_OPEN,N-1_11:00_To_11:30_MIN_MINUS_11:00_OPEN,N-1_11:30_To_12:00_MAX_MINUS_11:30_OPEN,N-1_11:30_To_12:00_MIN_MINUS_11:30_OPEN,N-1_12:00_To_12:30_MAX_MINUS_12:00_OPEN,N-1_12:00_To_12:30_MIN_MINUS_12:00_OPEN,N-1_12:30_To_13:00_MAX_MINUS_12:30_OPEN,N-1_12:30_To_13:00_MIN_MINUS_12:30_OPEN,N-1_13:00_To_13:30_MAX_MINUS_13:00_OPEN,N-1_13:00_To_13:30_MIN_MINUS_13:00_OPEN,N-1_13:30_To_14:00_MAX_MINUS_13:30_OPEN,N-1_13:30_To_14:00_MIN_MINUS_13:30_OPEN,N-1_14:00_To_14:30_MAX_MINUS_14:00_OPEN,N-1_14:00_To_14:30_MIN_MINUS_14:00_OPEN,N-1_14:30_To_15:00_MAX_MINUS_14:30_OPEN,N-1_14:30_To_15:00_MIN_MINUS_14:30_OPEN,N-1_15:00_To_15:30_MAX_MINUS_15:00_OPEN,N-1_15:00_To_15:30_MIN_MINUS_15:00_OPEN,N-1_09:30_Open_Minus_N-1_EOD_Close,N_09:30_MAX_MINUS_N-1_EOD_CLOSE,N_09:30_Min_MINUS_N-1_EOD_CLOSE,N-1_15:30_To_EOD_MAX_MINUS_N_09:00_OPEN,N-1_15:30_To_EOD_MIN_MINUS_N_09:00_OPEN,N-1_09:00_To_09:30_Max_Minus_N-2_09:00_Open,N-1_09:00_To_09:30_Min_Minus_N-2_09:00_Open,N-1_EOD_Close_Minus_N-1_09:00_Open,N-2_EOD_Close_Minus_N-2_09:00_Open,N-2_09:00_To_09:30_MAX_MINUS_09:00_OPEN,N-2_09:00_To_09:30_MIN_MINUS_09:00_OPEN,N-2_09:30_To_10:00_MAX_MINUS_09:30_OPEN,N-2_09:30_To_10:00_MIN_MINUS_09:30_OPEN,N-2_10:00_To_10:30_MAX_MINUS_10:00_OPEN,N-2_10:00_To_10:30_MIN_MINUS_10:00_OPEN,N-2_10:30_To_11:00_MAX_MINUS_10:30_OPEN,N-2_10:30_To_11:00_MIN_MINUS_10:30_OPEN,N-2_11:00_To_11:30_MAX_MINUS_11:00_OPEN,N-2_11:00_To_11:30_MIN_MINUS_11:00_OPEN,N-2_11:30_To_12:00_MAX_MINUS_11:30_OPEN,N-2_11:30_To_12:00_MIN_MINUS_11:30_OPEN,N-2_12:00_To_12:30_MAX_MINUS_12:00_OPEN,N-2_12:00_To_12:30_MIN_MINUS_12:00_OPEN,N-2_12:30_To_13:00_MAX_MINUS_12:30_OPEN,N-2_12:30_To_13:00_MIN_MINUS_12:30_OPEN,N-2_13:00_To_13:30_MAX_MINUS_13:00_OPEN,N-2_13:00_To_13:30_MIN_MINUS_13:00_OPEN,N-2_13:30_To_14:00_MAX_MINUS_13:30_OPEN,N-2_13:30_To_14:00_MIN_MINUS_13:30_OPEN,N-2_14:00_To_14:30_MAX_MINUS_14:00_OPEN,N-2_14:00_To_14:30_MIN_MINUS_14:00_OPEN,N-2_14:30_To_15:00_MAX_MINUS_14:30_OPEN,N-2_14:30_To_15:00_MIN_MINUS_14:30_OPEN,N-2_15:00_To_15:30_MAX_MINUS_15:00_OPEN,N-2_15:00_To_15:30_MIN_MINUS_15:00_OPEN,N-2_09:30_Open_Minus_N-2_EOD_Close,N-2_15:30_To_EOD_MAX_MINUS_N-1_09:00_OPEN,N-2_15:30_To_EOD_MIN_MINUS_N-1_09:00_OPEN,N_09:00_To_13:45_Max_Minus_N-1_Close,N_09:00_To_13:45_Min_Minus_N-1_Close,N-1_Close_Minus_N_09:00_To_15:00_Max,N-1_Close_Minus_N_09:00_To_15:00_Min_,N_09:00_To_09:30_Max_Minus_09:00_Open,N_09:00_To_09:30_Min_Minus_09:00_Open,N_09:00_To_13:45_Max_Minus_09:00_Open,N_09:00_To_13:45_Min_Minus_09:00_Open,N_09:00_To_15:00_Max_Minus_09:00_Open,N_09:00_To_15:00_Min_Minus_09:00_Open,N_09:30_To_13:45_Max_Minus_N_09:30_Open,N_09:30_To_13:45_Min_Minus_N_09:30_Open,N_09:30_To_15:00_Max_Minus_N_09:30_Open,N_09:30_To_15:00_Min_Minus_N_09:30_Open,N_DAY_MAX_GRT_N-1_DAY_MAX,N_DAY_MIN_LT_N-1_DAY_MIN
BANKINDIA,20190312,20190311,20190308,6.085,4.979,2.381,1.231,1.879,0,0.768,-0.055,1.415,0.055,-0.055,-0.882,0.219,-0.607,0.165,-0.834,0.384,-0.276,0.656,0,0.763,-0.11,0.546,-0.275,0.546,-0.11,1.028,-0.164,0.647,-0.272,2.005,2.381,1.231,3.794,-1.859,-0.332,-2.254,3.794,-2.196,0.711,-0.61,0.33,-1.854,0.557,-0.45,0.278,-0.28,0.832,-0.281,0.442,-0.223,0.277,-0.614,0.167,-0.673,0.444,-0.168,0.223,-0.674,0.503,0,0.612,-0.168,0.391,-0.792,2.041,0.056,-0.226,2.381,-0.875,2.381,-0.875,0.794,-0.375,0.794,-2.515,0.794,-2.515,0.107,-2.46,0.107,-2.46,1,0
BANKINDIA,20190313,20190312,20190311,-9275,-9275,-9145,-9145,0.794,-0.375,0.107,-0.59,0.053,-0.754,0.268,-0.27,-0.054,-0.976,0.323,-0.762,0.217,-0.547,0.486,-0.218,1.017,-0.108,0.376,-0.815,0.054,-0.432,0.323,-0.108,0,-1.144,-1.352,-9145,-9145,-1.406,97.067,6.085,4.979,-1.406,3.794,1.879,0,0.768,-0.055,1.415,0.055,-0.055,-0.882,0.219,-0.607,0.165,-0.834,0.384,-0.276,0.656,0,0.763,-0.11,0.546,-0.275,0.546,-0.11,1.028,-0.164,0.647,-0.272,-2.046,-1.626,-1.792,-9145,-9145,-9145,-9145,0,0,0,0,0,0,0,0,0,0,0,1
BHARATFORG,20190312,20190311,20190308,5.082,3.556,0.614,-0.984,1.058,-0.632,1.531,-0.234,0.562,-0.192,0.766,-0.01,0.34,-0.19,0.88,-0.019,0.234,-0.386,0.393,-0.216,0.112,-0.197,0.075,-0.319,0.494,-0.009,0.363,-0.763,0.774,-0.254,3.625,0.614,-0.984,4.522,-0.51,0.252,-1.451,4.496,-1.311,0.494,-0.705,0.38,-1.773,0.74,-0.09,0.109,-0.218,0.384,-0.287,0.03,-0.207,0.344,-0.128,0.412,-0.158,0.118,-0.335,0.196,-0.642,0.128,-0.396,0.325,-0.297,0.559,-0.128,0.714,-0.167,-0.493,0.614,-1.185,0.614,-1.185,0.13,-1.475,0.13,-1.677,0.13,-1.677,1.415,-0.36,1.415,-0.36,1,0
BHARATFORG,20190313,20190312,20190311,-53545,-53545,-52910,-52910,0.13,-1.475,0.619,-0.189,0.393,-0.217,0.754,-0.452,0.216,-0.16,0.291,-0.132,0.113,-0.711,0.48,-0.256,0.226,-0.218,-0.019,-0.302,0.702,-0.047,0.037,-0.528,0.225,-0.882,0.113,-52910,-52910,-1.198,98.63,5.082,3.556,-1.198,4.496,1.058,-0.632,1.531,-0.234,0.562,-0.192,0.766,-0.01,0.34,-0.19,0.88,-0.019,0.234,-0.386,0.393,-0.216,0.112,-0.197,0.075,-0.319,0.494,-0.009,0.363,-0.763,0.774,-0.254,-3.761,-0.459,-0.487,-52910,-52910,-52910,-52910,0,0,0,0,0,0,0,0,0,0,0,1
BHARTIARTL,20190312,20190311,20190308,8.812,6.057,1.621,-1.351,0.976,-0.227,0.717,-0.161,1.247,0.112,0.174,-0.318,0.457,-0.302,1.78,-0.063,0.587,-0.171,0.4,-0.17,0.154,-0.371,0.69,-0.248,0.535,-0.339,2.054,-0.077,1.75,0.075,6.606,1.621,-1.351,7.31,0.323,0.88,-0.324,7.31,-0.324,0.737,-0.227,0.513,-0.065,0.097,-0.243,0.032,-0.519,0.258,-0.081,0.097,-0.21,0.145,-0.049,0.081,-0.194,0.129,-0.39,0.419,-0.081,0.291,0,0.226,0,0.032,-0.569,0.419,-0.227,-0.292,5.706,-1.351,5.706,-1.351,1.916,-1.048,5.989,-1.048,5.989,-1.048,6.045,-0.483,6.045,-0.483,1,0
BHARTIARTL,20190313,20190312,20190311,-33180,-33180,-35080,-35080,1.916,-1.048,0.613,-0.483,1.479,0.06,2.776,-0.059,2.274,-0.421,0.475,-0.392,0.86,-0.101,1.052,-0.014,0.371,-0.373,-0.014,-0.749,0.472,-0.797,0.866,-0.057,0.862,-0.128,5.458,-35080,-35080,5.401,105.018,8.812,6.057,5.401,7.31,0.976,-0.227,0.717,-0.161,1.247,0.112,0.174,-0.318,0.457,-0.302,1.78,-0.063,0.587,-0.171,0.4,-0.17,0.154,-0.371,0.69,-0.248,0.535,-0.339,2.054,-0.077,1.75,0.075,-7.073,0.3,0.3,-35080,-35080,-35080,-35080,0,0,0,0,0,0,0,0,0,0,0,1
BHEL,20190312,20190311,20190308,4.993,3.843,1.477,0.285,0.515,-0.521,1.738,0,0.363,-0.073,0.218,-0.219,0.435,-0.073,0.506,-0.073,0.217,-0.218,0.504,-0.145,0.43,-0.072,0.996,-0.072,0.143,-0.143,0.071,-0.503,1.275,-0.216,3.141,1.477,0.285,3.569,-0.592,0,-1.042,3.569,-1.192,0,-0.817,0.295,-1.121,0.371,-0.374,0.074,-0.675,0.669,-0.15,0.074,-0.675,0.522,-0.376,0.223,-0.224,0.075,-0.224,0.075,-0.075,0.149,-0.075,0.298,-0.075,0.297,-0.075,0.813,-0.671,-0.671,1.822,-0.719,1.822,-0.719,0.985,-0.214,1.331,-1.222,1.331,-1.222,0.42,-2.157,0.42,-2.157,1,0
BHEL,20190313,20190312,20190311,-6940,-6940,-6880,-6880,0.985,-0.214,0.42,0,0.211,-0.566,0.422,-0.283,0.071,-0.713,0.214,-0.646,0.429,0,0.072,-0.431,0.072,-0.215,0.357,-0.215,0.071,-0.502,0.641,-0.072,0.214,-0.647,-1.791,-6880,-6880,-0.86,97.656,4.993,3.843,-0.86,3.569,0.515,-0.521,1.738,0,0.363,-0.073,0.218,-0.219,0.435,-0.073,0.506,-0.073,0.217,-0.218,0.504,-0.145,0.43,-0.072,0.996,-0.072,0.143,-0.143,0.071,-0.503,1.275,-0.216,-3.242,-0.5,-0.571,-6880,-6880,-6880,-6880,0,0,0,0,0,0,0,0,0,0,0,1
BOSCHLTD,20190312,20190311,20190308,4.747,3.279,1.656,0.141,0.889,-0.059,0.77,-0.068,0.657,0.039,0.541,-0.016,0.396,-0.027,0.835,-0.027,0.375,0.021,0.131,-0.068,0.241,-0.19,0.232,-0.253,0.318,-0.049,0,-0.285,0.746,0.037,2.59,1.656,0.141,3.143,-0.529,0.996,0.049,3.143,-0.272,0.201,-0.426,0.166,-0.912,0.701,-0.718,0.157,-0.134,0.198,-0.062,0.057,-0.106,0.156,-0.108,0.19,-0.191,0.304,-0.24,0.023,-0.258,0.265,-0.119,0.163,-0.299,0.554,-0.137,0.201,0,-0.381,1.656,0.004,1.656,-0.264,1.411,-0.108,1.411,-0.245,1.411,-0.513,0.304,-0.943,0.304,-1.213,1,0
BPCL,20190312,20190311,20190308,5.175,4.091,0.603,-0.532,1.27,-0.122,1.962,0.013,0.407,-0.304,0.538,0.013,0.524,-0.079,0.73,0.223,0.689,-0.065,0.117,-0.458,0.582,-0.143,0.528,-0.364,0.13,-0.456,0.168,-0.352,0.862,-0.078,3.824,0.603,-0.532,4.599,-0.271,1.016,-0.38,4.599,-0.776,0,-0.776,0.581,-0.095,0.541,-0.464,0.243,-0.19,0.606,-0.014,0.081,-0.489,0.284,-0.409,0.204,-0.383,0.109,-0.342,0.245,-0.246,0.204,-0.041,0.3,-0.384,1.432,-0.027,0.177,-0.517,-0.517,1.864,-0.716,1.864,-0.716,0.36,-0.779,1.623,-0.963,1.623,-0.963,2.269,-0.299,2.269,-0.299,1,0
BPCL,20190313,20190312,20190311,-38700,-38700,-38920,-38920,0.36,-0.779,1.671,-0.299,0.925,-0.321,0.445,-0.243,0.076,-0.732,0.102,-0.809,0.166,-0.762,0.256,-0.374,0.179,-0.594,0.398,-0.453,0.537,-0.4,0.026,-0.489,0.294,-0.606,1.217,-38920,-38920,0.564,99.948,5.175,4.091,0.564,4.599,1.27,-0.122,1.962,0.013,0.407,-0.304,0.538,0.013,0.524,-0.079,0.73,0.223,0.689,-0.065,0.117,-0.458,0.582,-0.143,0.528,-0.364,0.13,-0.456,0.168,-0.352,0.862,-0.078,-3.976,-0.245,-0.258,-38920,-38920,-38920,-38920,0,0,0,0,0,0,0,0,0,0,0,1
CANBK,20190312,20190311,20190308,2.124,0.903,1.612,0.384,0.213,-0.919,1.997,-0.058,0.669,0.173,0.057,-0.404,0.153,-0.425,0.096,-0.425,0.557,-0.058,0.25,-0.096,0.364,-0.212,0.058,-0.697,0.154,-0.7,0.577,-0.194,0.077,-0.541,0.636,1.612,0.384,0.521,-1.492,1.141,0.02,0.521,-0.63,1.045,-0.196,0.388,-1.323,0.608,-0.218,0.255,-0.316,0.82,-0.059,0.544,-0.196,0.253,-0.235,0.098,-0.511,0.429,-0.196,0.214,-0.669,0.216,-0.256,0.469,-0.315,0.235,-0.435,1.013,-1.575,-1.635,1.612,-1.666,1.612,-1.666,0.228,-1.018,0.228,-3.097,0.228,-3.097,0.115,-2.332,0.115,-2.332,1,1
CANBK,20190313,20190312,20190311,-26200,-26200,-25540,-25540,0.228,-1.018,0.115,-0.597,0.173,-0.483,0.576,-0.174,0,-0.543,0.019,-0.879,0.234,-0.47,0.467,-0.098,0.658,-0.234,0.271,-0.625,0.039,-0.369,0.232,-0.272,0,-0.979,-1.814,-25540,-25540,-2.574,97.034,2.124,0.903,-2.574,0.521,0.213,-0.919,1.997,-0.058,0.669,0.173,0.057,-0.404,0.153,-0.425,0.096,-0.425,0.557,-0.058,0.25,-0.096,0.364,-0.212,0.058,-0.697,0.154,-0.7,0.577,-0.194,0.077,-0.541,-0.64,-1.407,-1.486,-25540,-25540,-25540,-25540,0,0,0,0,0,0,0,0,0,0,0,1
CENTURYTEX,20190312,20190311,20190308,3.529,2.571,1.158,0.176,0.992,-0.035,0.593,-0.029,0.552,-0.023,0.276,-0.498,0.023,-0.225,0.385,0.035,0.487,-0.04,0.308,-0.189,0.382,-0.074,0.148,-0.309,0.245,-0.195,0.642,-0.046,0.78,-0.125,1.87,1.158,0.176,2.399,-1.107,1.436,0.414,2.399,0.21,0.175,-0.47,0.572,-0.823,0.33,-0.404,0.796,-0.148,0.199,-0.259,0.053,-0.536,0.328,-0.2,0.152,-0.206,0.416,-0.006,-0.07,-0.394,0.52,-0.059,0.105,-0.376,0.976,-0.164,-0.558,-0.239,-0.239,2.392,0.091,3.086,0.091,0.09,-0.902,1.337,-0.988,2.039,-0.988,2.003,-0.307,2.7,-0.307,1,0
CENTURYTEX,20190313,20190312,20190311,-88795,-88795,-90045,-90045,0.09,-0.902,0.451,-0.307,0.265,-0.289,1.081,-0.057,0.191,-0.237,0.982,0.056,0.206,-0.297,0.788,-0.123,0,-0.475,0.167,-0.33,0.627,0.017,1.096,-0.117,0.155,-0.825,2.052,-90045,-90045,1.387,101.131,3.529,2.571,1.387,2.399,0.992,-0.035,0.593,-0.029,0.552,-0.023,0.276,-0.498,0.023,-0.225,0.385,0.035,0.487,-0.04,0.308,-0.189,0.382,-0.074,0.148,-0.309,0.245,-0.195,0.642,-0.046,0.78,-0.125,-1.906,-1.08,-1.08,-90045,-90045,-90045,-90045,0,0,0,0,0,0,0,0,0,0,0,1
CIPLA,20190312,20190311,20190308,0.414,-0.167,0.653,0.074,0.065,-0.932,0.121,-0.532,0.852,0.019,0.25,-0.177,0.471,0.157,0.065,-0.399,0.093,-0.056,0.083,-0.195,0.129,-0.186,0.213,-0.139,0.25,-0.121,0.102,-0.102,0.166,-0.223,0.324,0.653,0.074,-0.241,-0.212,0.138,-0.858,-0.241,-0.194,0.368,-0.25,0.157,-0.213,0.543,-0.093,0.055,-0.259,0.101,-0.176,0.396,-0.037,0.184,-0.092,0.028,-0.148,0.055,-0.259,0.083,-0.418,0.185,0,0.563,-0.019,0.452,-0.167,0.222,-0.269,-0.492,0.653,-0.39,0.653,-0.39,0.46,-0.12,0.46,-0.586,0.46,-0.586,0.313,-0.604,0.313,-0.604,1,0
CIPLA,20190313,20190312,20190311,-54015,-54015,-53775,-53775,0.46,-0.12,0.102,-0.501,0.25,-0.046,0.24,-0.204,0.516,-0.046,0.102,-0.418,0.434,-0.158,0.305,-0.009,0.028,-0.167,0.037,-0.167,0.019,-0.176,0.093,-0.269,0.148,-0.261,-0.464,-53775,-53775,-0.445,99.372,0.414,-0.167,-0.445,-0.241,0.065,-0.932,0.121,-0.532,0.852,0.019,0.25,-0.177,0.471,0.157,0.065,-0.399,0.093,-0.056,0.083,-0.195,0.129,-0.186,0.213,-0.139,0.25,-0.121,0.102,-0.102,0.166,-0.223,-0.325,-0.194,-0.213,-53775,-53775,-53775,-53775,0,0,0,0,0,0,0,0,0,0,0,1
COALINDIA,20190312,20190311,20190308,4.415,3.04,1.418,0,1.4,-0.319,1.407,-0.084,0.906,-0.229,0.021,-0.31,1.002,0.041,0.347,-0.144,0.082,-0.349,0.041,-0.515,0.43,-0.144,0.041,-0.246,0.143,-0.144,0.041,-0.743,0.41,-0.103,2.116,1.418,0,3.04,-0.784,2.486,0.786,3.04,0.639,0.681,-0.043,0.466,-0.278,0.043,-1.319,0.151,-0.238,0.065,-0.762,0.968,-0.109,0.236,-0.216,0.022,-0.672,0.129,-0.281,0.129,-0.39,0.388,0.022,0.301,-0.216,2.484,-0.043,-0.085,-0.149,-0.468,1.418,-0.912,1.418,-0.912,0.77,-0.657,0.77,-1.575,0.77,-1.575,0.448,-1.327,0.448,-1.327,1,0
COALINDIA,20190313,20190312,20190311,-24400,-24400,-24195,-24195,0.77,-0.657,0.082,-1.327,1.426,-0.186,0.53,-0.185,0.082,-0.389,0.143,-0.595,0.286,-0.309,0.02,-0.329,0.062,-0.288,0.123,-0.103,0.164,-0.082,0.226,-0.062,-0.021,-0.454,-0.597,-24195,-24195,-0.782,98.755,4.415,3.04,-0.844,3.04,1.4,-0.319,1.407,-0.084,0.906,-0.229,0.021,-0.31,1.002,0.041,0.347,-0.144,0.082,-0.349,0.041,-0.515,0.43,-0.144,0.041,-0.246,0.143,-0.144,0.041,-0.743,0.41,-0.103,-2.162,-0.657,-0.761,-24195,-24195,-24195,-24195,0,0,0,0,0,0,0,0,0,0,0,1
DISHTV,20190312,20190311,20190308,3.713,2.338,2.177,0.779,3.093,-0.669,1.913,-0.786,0.389,-0.261,0.773,-0.26,0.259,-0.26,0.389,-0.524,0.261,-0.792,0.391,-0.526,0.13,-0.393,0.131,-0.263,0.522,-0.131,0.907,0,0.39,-1.054,-0.654,2.177,0.779,1.571,-1.33,0.644,-3.213,1.571,-3.351,0.388,-1.849,0.52,-1.864,0.397,-0.94,0.397,-0.267,0.133,-0.669,1.054,0,0,-1.203,0,-1.078,0.401,-0.269,0.665,-0.134,0.267,-0.268,0.399,-0.808,0.667,-0.269,2.484,-0.535,-0.804,2.675,0,3.778,0,0.896,-0.519,1.401,-1.309,2.519,-1.309,1.656,-1.047,2.771,-1.047,1,0
DISHTV,20190313,20190312,20190311,-3770,-3770,-3775,-3775,0.896,-0.519,1.656,-0.26,0.769,0.129,0,-1.04,0.129,-0.521,0.517,-0.654,1.538,0,0.387,-0.259,0.129,-0.259,2.645,0,0.759,-0.256,0,-0.512,0.127,-1.948,0.387,-3775,-3775,0.129,97.545,3.713,2.338,0.129,1.571,3.093,-0.669,1.913,-0.786,0.389,-0.261,0.773,-0.26,0.259,-0.26,0.389,-0.524,0.261,-0.792,0.391,-0.526,0.13,-0.393,0.131,-0.263,0.522,-0.131,0.907,0,0.39,-1.054,0.65,-1.309,-1.309,-3775,-3775,-3775,-3775,0,0,0,0,0,0,0,0,0,0,0,1
DLF,20190312,20190311,20190308,1.874,1.211,1.091,0.422,1.433,0,0.337,-0.623,0.226,-0.483,0.339,-0.199,0.645,0,0.449,-0.056,0.084,-0.395,0.056,-0.624,0.31,0,0.113,-1.028,0.255,-0.114,0.368,-0.171,0.395,-0.085,-0.481,1.091,0.422,0.876,-0.855,1.826,0.399,0.792,0.342,0.879,-0.287,0.425,-0.717,0.399,-0.46,0,-0.633,1.414,-0.172,0.17,-0.428,0.256,-0.805,0.315,-0.086,0.372,0,0.571,-0.057,0.286,-0.086,0.542,-0.057,0.824,0.115,0.171,-0.057,-0.057,5.881,0.422,5.881,0.422,0.252,-0.422,5.082,-0.422,5.082,-0.422,5.402,-0.028,5.402,-0.028,1,0
DLF,20190313,20190312,20190311,-17735,-17735,-18675,-18675,0.252,-0.422,4.692,-0.028,1.12,-0.135,0.51,-0.108,1.118,-0.324,0.373,-0.295,0.401,-0.404,0,-0.594,0.107,-0.324,0.482,-0.135,0.267,-0.215,0.374,-0.027,1.245,0.027,5.326,-18675,-18675,5.007,104.345,1.874,1.211,5.007,0.792,1.433,0,0.337,-0.623,0.226,-0.483,0.339,-0.199,0.645,0,0.449,-0.056,0.084,-0.395,0.056,-0.624,0.31,0,0.113,-1.028,0.255,-0.114,0.368,-0.171,0.395,-0.085,0.478,-0.763,-0.848,-18675,-18675,-18675,-18675,0,0,0,0,0,0,0,0,0,0,0,1
DRREDDY,20190312,20190311,20190308,0.98,0.455,1.049,0.525,0.793,-0.038,0.265,-0.437,0.112,-0.154,0.383,-0.059,0.634,-0.163,0.096,-0.681,0.262,-0.015,-0.03,-0.472,0.189,-0.323,0,-0.799,0.08,-0.378,0.156,-0.377,0.399,-0.063,-0.299,1.049,0.525,0.076,-0.527,-0.68,-1.523,-0.07,-1.987,0.706,-0.207,0.351,-0.348,0.113,-0.406,0.254,0,0.316,-0.006,0.141,-0.188,0.158,0.013,-0.064,-0.36,0.053,-0.476,0.249,-0.427,-0.078,-0.668,0.359,-0.164,0.215,-0.453,1.896,-0.191,-0.495,1.642,0.449,1.863,0.449,0.528,0,1.124,-0.076,1.345,-0.076,0.76,-0.444,0.983,-0.444,1,0
DRREDDY,20190313,20190312,20190311,-263900,-263900,-266585,-266585,0.528,0,0.106,-0.444,0.677,0,0.27,-0.183,0.423,-0.109,0.152,-0.335,0.291,-0.258,0.285,-0.051,0.077,-0.192,0.171,-0.098,0.128,-0.147,0.546,0.004,0.049,-0.27,0.643,-266585,-266585,1.007,100.833,0.98,0.455,1.007,-0.07,0.793,-0.038,0.265,-0.437,0.112,-0.154,0.383,-0.059,0.634,-0.163,0.096,-0.681,0.262,-0.015,-0.03,-0.472,0.189,-0.323,0,-0.799,0.08,-0.378,0.156,-0.377,0.399,-0.063,0.298,-0.38,-0.527,-266585,-266585,-266585,-266585,0,0,0,0,0,0,0,0,0,0,0,1
EICHERMOT,20190312,20190311,20190308,6.112,4.385,1.638,-0.171,2.975,-0.149,0.624,-0.021,0.133,-0.297,0.054,-0.691,0.067,-0.33,0.167,-0.313,0.234,-0.076,0.949,-0.054,0,-0.298,0.161,-0.196,0.486,-0.151,1.847,-0.18,0.865,-0.636,2.244,1.638,-0.171,4.548,-0.548,4.867,1.804,4.548,1.696,0.864,-0.467,0.681,0.058,1.681,-0.097,0.209,-0.719,0.455,-0.206,0.225,-0.103,0.251,-0.018,0.066,-0.277,0.143,-0.491,0.032,-0.216,0.089,-0.162,0.151,-0.295,0.739,-0.119,-1.013,-0.149,-0.259,1.638,-2.327,1.638,-2.327,1.245,-0.571,1.245,-2.736,1.245,-2.736,0.231,-2.827,0.231,-2.827,1,0
EICHERMOT,20190313,20190312,20190311,-2306320,-2306320,-2246095,-2246095,1.245,-0.571,-0.58,-2.827,1.703,0.025,0.758,0.044,0.044,-0.24,0.24,-0.361,0.326,-0.058,0.301,-0.027,0.002,-0.212,0.443,-0.074,0.403,-0.249,0.14,-1.227,0.012,-1.883,-2.772,-2246095,-2246095,-2.681,96.985,6.112,4.385,-2.681,4.548,2.975,-0.149,0.624,-0.021,0.133,-0.297,0.054,-0.691,0.067,-0.33,0.167,-0.313,0.234,-0.076,0.949,-0.054,0,-0.298,0.161,-0.196,0.486,-0.151,1.847,-0.18,0.865,-0.636,-2.295,-0.399,-0.524,-2246095,-2246095,-2246095,-2246095,0,0,0,0,0,0,0,0,0,0,0,1
GAIL,20190312,20190311,20190308,1.585,0.848,1.332,0.593,0.75,-0.243,0.438,-0.456,0.113,-0.042,0.409,0,0.88,-0.042,0.07,-0.252,0,-0.323,0,-0.649,0.449,0.014,0.056,-0.808,0.071,-0.455,0.241,-0.514,0.142,-0.142,-0.256,1.332,0.593,0.327,-0.613,2.348,1.371,0.256,1.273,0.346,-0.568,0.347,-0.54,0.029,-0.424,0.276,-0.015,0.594,0,0.116,-0.437,0.892,0.058,0.431,-0.043,0.129,-0.259,0.172,-0.26,0.272,-0.029,0.358,-0.201,0.812,0.014,-1.554,-0.157,-0.343,1.608,-0.4,1.608,-0.759,0.729,-0.014,1.007,-1.013,1.007,-1.375,0.643,-1.384,0.643,-1.747,0,1
GAIL,20190313,20190312,20190311,-35290,-35290,-35290,-35290,0.729,-0.014,0.643,-0.155,0.098,-0.31,0.028,-0.593,0.197,-0.212,0.056,-0.439,0.155,-0.127,0.338,0,0.042,-0.638,0.071,-0.901,0.948,-0.215,0.789,-0.057,0.672,-1.561,-0.367,-35290,-35290,0,99.717,1.585,0.848,0,0.256,0.75,-0.243,0.438,-0.456,0.113,-0.042,0.409,0,0.88,-0.042,0.07,-0.252,0,-0.323,0,-0.649,0.449,0.014,0.056,-0.808,0.071,-0.455,0.241,-0.514,0.142,-0.142,0.255,-0.54,-0.611,-35290,-35290,-35290,-35290,0,0,0,0,0,0,0,0,0,0,0,1
GRASIM,20190312,20190311,20190308,3.521,2.497,1.229,0.181,1.065,-0.006,0.08,-0.648,0.562,-0.018,0.355,-0.104,0.031,-0.387,0.202,-0.049,0.25,-0.129,0.468,-0.073,1.274,-0.116,0.024,-0.477,0.006,-0.553,0.048,-0.358,0.633,-0.085,1.414,1.229,0.181,2.326,-0.433,0.667,-0.408,2.32,-0.558,0.098,-1.317,0.397,-0.237,0.336,-0.144,0.069,-0.614,0.558,0.006,0.087,-0.525,0.274,-0.319,0.274,-0.013,0.143,-0.439,0.393,-0.138,0.776,-0.081,0.341,-0.093,0.711,0.012,-0.605,-0.155,-0.155,1.324,0.181,1.324,0.181,0.812,-0.241,0.906,-0.241,0.906,-0.241,0.352,-0.602,0.352,-0.65,1,0
