Name,Date,N-1_Date,N-2_DATE,N_09:30_MAX_MINUS_N-1_09:00_Open,N_09:30_Min_MINUS_N-1_09:00_Open,N-1_Close_Minus_N_09:00_To_09:30_Max,N-1_Close_Minus_N_09:00_To_09:30_Min_,N-1_09:00_To_09:30_MAX_MINUS_09:00_OPEN,N-1_09:00_To_09:30_MIN_MINUS_09:00_OPEN,N-1_09:30_To_10:00_MAX_MINUS_09:30_OPEN,N-1_09:30_To_10:00_MIN_MINUS_09:30_OPEN,N-1_10:00_To_10:30_MAX_MINUS_10:00_OPEN,N-1_10:00_To_10:30_MIN_MINUS_10:00_OPEN,N-1_10:30_To_11:00_MAX_MINUS_10:30_OPEN,N-1_10:30_To_11:00_MIN_MINUS_10:30_OPEN,N-1_11:00_To_11:30_MAX_MINUS_11:00_OPEN,N-1_11:00_To_11:30_MIN_MINUS_11:00_OPEN,N-1_11:30_To_12:00_MAX_MINUS_11:30_OPEN,N-1_11:30_To_12:00_MIN_MINUS_11:30_OPEN,N-1_12:00_To_12:30_MAX_MINUS_12:00_OPEN,N-1_12:00_To_12:30_MIN_MINUS_12:00_OPEN,N-1_12:30_To_13:00_MAX_MINUS_12:30_OPEN,N-1_12:30_To_13:00_MIN_MINUS_12:30_OPEN,N-1_13:00_To_13:30_MAX_MINUS_13:00_OPEN,N-1_13:00_To_13:30_MIN_MINUS_13:00_OPEN,N-1_13:30_To_14:00_MAX_MINUS_13:30_OPEN,N-1_13:30_To_14:00_MIN_MINUS_13:30_OPEN,N-1_14:00_To_14:30_MAX_MINUS_14:00_OPEN,N-1_14:00_To_14:30_MIN_MINUS_14:00_OPEN,N-1_14:30_To_15:00_MAX_MINUS_14:30_OPEN,N-1_14:30_To_15:00_MIN_MINUS_14:30_OPEN,N-1_15:00_To_15:30_MAX_MINUS_15:00_OPEN,N-1_15:00_To_15:30_MIN_MINUS_15:00_OPEN,N-1_09:30_Open_Minus_N-1_EOD_Close,N_09:30_MAX_MINUS_N-1_EOD_CLOSE,N_09:30_Min_MINUS_N-1_EOD_CLOSE,N-1_15:30_To_EOD_MAX_MINUS_N_09:00_OPEN,N-1_15:30_To_EOD_MIN_MINUS_N_09:00_OPEN,N-1_09:00_To_09:30_Max_Minus_N-2_09:00_Open,N-1_09:00_To_09:30_Min_Minus_N-2_09:00_Open,N-1_EOD_Close_Minus_N-1_09:00_Open,N-2_EOD_Close_Minus_N-2_09:00_Open,N-2_09:00_To_09:30_MAX_MINUS_09:00_OPEN,N-2_09:00_To_09:30_MIN_MINUS_09:00_OPEN,N-2_09:30_To_10:00_MAX_MINUS_09:30_OPEN,N-2_09:30_To_10:00_MIN_MINUS_09:30_OPEN,N-2_10:00_To_10:30_MAX_MINUS_10:00_OPEN,N-2_10:00_To_10:30_MIN_MINUS_10:00_OPEN,N-2_10:30_To_11:00_MAX_MINUS_10:30_OPEN,N-2_10:30_To_11:00_MIN_MINUS_10:30_OPEN,N-2_11:00_To_11:30_MAX_MINUS_11:00_OPEN,N-2_11:00_To_11:30_MIN_MINUS_11:00_OPEN,N-2_11:30_To_12:00_MAX_MINUS_11:30_OPEN,N-2_11:30_To_12:00_MIN_MINUS_11:30_OPEN,N-2_12:00_To_12:30_MAX_MINUS_12:00_OPEN,N-2_12:00_To_12:30_MIN_MINUS_12:00_OPEN,N-2_12:30_To_13:00_MAX_MINUS_12:30_OPEN,N-2_12:30_To_13:00_MIN_MINUS_12:30_OPEN,N-2_13:00_To_13:30_MAX_MINUS_13:00_OPEN,N-2_13:00_To_13:30_MIN_MINUS_13:00_OPEN,N-2_13:30_To_14:00_MAX_MINUS_13:30_OPEN,N-2_13:30_To_14:00_MIN_MINUS_13:30_OPEN,N-2_14:00_To_14:30_MAX_MINUS_14:00_OPEN,N-2_14:00_To_14:30_MIN_MINUS_14:00_OPEN,N-2_14:30_To_15:00_MAX_MINUS_14:30_OPEN,N-2_14:30_To_15:00_MIN_MINUS_14:30_OPEN,N-2_15:00_To_15:30_MAX_MINUS_15:00_OPEN,N-2_15:00_To_15:30_MIN_MINUS_15:00_OPEN,N-2_09:30_Open_Minus_N-2_EOD_Close,N-2_15:30_To_EOD_MAX_MINUS_N-1_09:00_OPEN,N-2_15:30_To_EOD_MIN_MINUS_N-1_09:00_OPEN,N_09:00_To_13:45_Max_Minus_N-1_Close,N_09:00_To_13:45_Min_Minus_N-1_Close,N-1_Close_Minus_N_09:00_To_15:00_Max,N-1_Close_Minus_N_09:00_To_15:00_Min_,N_09:00_To_09:30_Max_Minus_09:00_Open,N_09:00_To_09:30_Min_Minus_09:00_Open,N_09:00_To_13:45_Max_Minus_09:00_Open,N_09:00_To_13:45_Min_Minus_09:00_Open,N_09:00_To_15:00_Max_Minus_09:00_Open,N_09:00_To_15:00_Min_Minus_09:00_Open,N_09:30_To_13:45_Max_Minus_N_09:30_Open,N_09:30_To_13:45_Min_Minus_N_09:30_Open,N_09:30_To_15:00_Max_Minus_N_09:30_Open,N_09:30_To_15:00_Min_Minus_N_09:30_Open,N_DAY_MAX_GRT_N-1_DAY_MAX,N_DAY_MIN_LT_N-1_DAY_MIN
SBIN,20190314,20190313,20190312,2.189,1.621,0.526,-0.051,0,-0.576,0.416,-0.017,-0.07,-0.613,0.227,-0.088,0.035,-0.298,0.367,0.035,0,-0.14,0.122,-0.246,0.175,-0.123,1.193,-0.175,0.944,-0.313,0.548,-0.103,1.172,0.308,2.115,0.526,-0.051,1.906,-0.468,-0.26,-0.837,1.671,-0.732,0.31,-0.312,0.208,-0.296,0.208,-0.122,0.345,-0.226,-0.121,-0.382,0.052,-0.541,0.261,-0.385,0.279,-0.21,0.261,-0.105,0.313,-0.105,0.07,-0.296,0.174,-0.105,0.122,-0.279,0.52,-0.331,-0.471,0.526,-0.825,0.526,-0.825,0.068,-0.512,0.068,-1.29,0.068,-1.29,0.204,-1.118,0.204,-1.118,1,0
SBIN,20190315,20190314,20190313,-29350,-29350,-29090,-29090,0.068,-0.512,0.204,-0.444,0.102,-0.67,0.529,-0.069,0.221,-0.325,0,-0.567,0.034,-0.292,0.308,-0.034,0.171,-0.258,0.324,-0.12,0.171,-0.189,0,-0.464,0.103,-0.154,-0.719,-29090,-29090,-0.822,98.778,2.189,1.621,-0.891,1.671,0,-0.576,0.416,-0.017,-0.07,-0.613,0.227,-0.088,0.035,-0.298,0.367,0.035,0,-0.14,0.122,-0.246,0.175,-0.123,1.193,-0.175,0.944,-0.313,0.548,-0.103,1.172,0.308,-2.161,-0.221,-0.461,-29090,-29090,-29090,-29090,0,0,0,0,0,0,0,0,0,0,0,1
SIEMENS,20190314,20190313,20190312,0.706,-0.033,0.786,0.047,0.27,-0.914,1.126,-0.091,0.17,-0.418,0.095,-0.138,0.284,-0.014,0.095,-0.095,1.319,-0.18,0,-0.19,0.204,-0.085,0.095,0,0.052,-0.043,0.057,-0.062,0.1,-0.095,0.451,0.786,0.047,-0.081,-0.412,-0.619,-1.813,-0.081,-1.011,0.188,-1.121,0.875,-0.114,0.325,-0.118,0.019,-0.455,0.737,0,0.117,-0.958,0.142,-0.238,0.052,-0.486,0.028,-0.181,0.313,-0.105,0.024,-0.204,0.194,-0.186,0.459,-0.086,-0.014,0.038,-0.119,0.786,-1.689,0.786,-1.91,0.377,-0.365,0.377,-2.109,0.377,-2.331,0.095,-1.809,0.095,-2.031,0,1
SUNPHARMA,20190314,20190313,20190312,-2.336,-3.579,1.276,0.077,0.379,-1.469,0.422,-0.49,0.053,-0.903,0.701,-0.032,0.287,-0.385,0.33,-0.032,0.032,-0.256,0.075,-0.31,0.181,-0.118,0.584,0.096,0.042,-0.685,0,-1.63,0.173,-2.055,-3.286,1.276,0.077,-3.658,-0.296,2.105,0.289,-3.658,1.127,0.215,-0.562,0.054,-0.476,0.867,-0.238,0.448,-0.29,0.319,-0.299,0.181,-0.493,0.299,-0.183,0.68,-0.128,0.032,-0.406,0.149,-0.214,0.562,-0.064,0.202,-0.043,0.265,-0.277,-1.205,-0.467,-0.617,2.561,-0.11,2.561,-0.11,1.168,-0.033,2.455,-0.219,2.455,-0.219,1.537,-1.162,1.537,-1.162,0,0
SUNPHARMA,20190315,20190314,20190313,-45600,-45600,-46515,-46515,1.168,-0.033,0.195,-1.162,0.49,-0.12,1.529,-0.142,0.675,-0.13,0.556,-0.011,0.416,-0.333,0.407,-0.043,0.043,-0.43,0.182,-0.41,0.971,-0.043,0,-1.048,0.695,0.043,1.04,-46515,-46515,2.015,101.783,-2.336,-3.579,1.963,-3.658,0.379,-1.469,0.422,-0.49,0.053,-0.903,0.701,-0.032,0.287,-0.385,0.33,-0.032,0.032,-0.256,0.075,-0.31,0.181,-0.118,0.584,0.096,0.042,-0.685,0,-1.63,0.173,-2.055,3.181,-0.11,-0.307,-46515,-46515,-46515,-46515,0,0,0,0,0,0,0,0,0,0,0,1
SUNTV,20190314,20190313,20190312,-0.331,-1.346,1.034,0.033,0.121,-1.803,0.332,-0.564,0.528,-0.567,0.674,-0.271,0.146,-0.401,0.179,-0.041,0.236,-0.262,0.179,-0.18,0.22,-0.123,0.399,0.025,0.114,-0.369,0.455,-0.016,0.285,-0.27,-0.4,1.034,0.033,-1.379,-0.548,0.515,-1.402,-1.379,-0.162,0.873,0,0.217,-0.682,0.711,-0.194,0.128,-0.599,0.233,-0.51,0.282,-0.822,0.685,-0.008,0.347,-0.024,-0.04,-0.243,0,-0.325,0.787,-0.081,0.04,-0.541,0.048,-1.345,0.435,-0.559,-0.976,1.194,-1.575,1.78,-1.575,0.654,-0.351,0.815,-1.965,1.403,-1.965,0.476,-2.313,1.066,-2.313,1,1
SUNTV,20190315,20190314,20190313,-61390,-61390,-61365,-61365,0.654,-0.351,0.476,-0.924,-0.212,-1.849,0.296,-0.306,0.925,0.008,0.261,-0.535,0.066,-0.304,0.547,-0.066,0.489,-0.271,1.916,0.122,0.225,-0.764,0,-0.797,0.194,-0.867,-0.382,-61365,-61365,-0.041,99.756,-0.331,-1.346,-0.041,-1.379,0.121,-1.803,0.332,-0.564,0.528,-0.567,0.674,-0.271,0.146,-0.401,0.179,-0.041,0.236,-0.262,0.179,-0.18,0.22,-0.123,0.399,0.025,0.114,-0.369,0.455,-0.016,0.285,-0.27,0.398,-0.384,-0.556,-61365,-61365,-61365,-61365,0,0,0,0,0,0,0,0,0,0,0,1
TATAGLOBAL,20190314,20190313,20190312,0.218,-1.33,1.601,0.074,0.556,-0.759,1.706,-0.049,0.12,-1.121,0.411,-0.243,0.17,-0.66,0.652,-0.097,0.958,-0.073,0.072,-0.386,0.265,-0.582,0.387,-0.219,0.049,-0.611,0.049,-1.309,0.196,-0.47,-0.813,1.601,0.074,-1.33,-0.292,1.039,-0.269,-1.405,0.098,0.727,-0.689,0.828,-0.271,0.196,-0.295,0.195,-0.344,0.196,-0.197,0.561,-0.221,0.948,0,0.146,-0.269,0.073,-0.466,-0.122,-0.664,0.293,-0.147,0.512,-0.172,0.146,-0.244,-0.589,-0.39,-0.464,4.226,0.074,4.226,0.074,1.31,-0.222,3.942,-0.222,3.942,-0.222,2.904,-0.268,2.904,-0.268,1,0
TATAGLOBAL,20190315,20190314,20190313,-20245,-20245,-20520,-20520,1.31,-0.222,2.904,-0.073,0.166,-2.407,0.747,0.049,0.386,-0.365,0.073,-0.366,0.411,-0.268,0.145,-0.389,0.097,-0.34,0.049,-0.268,0.58,0,0.362,-0.486,0.362,-0.462,0.267,-20520,-20520,1.477,100.86,0.218,-1.33,1.334,-1.405,0.556,-0.759,1.706,-0.049,0.12,-1.121,0.411,-0.243,0.17,-0.66,0.652,-0.097,0.958,-0.073,0.072,-0.386,0.265,-0.582,0.387,-0.219,0.049,-0.611,0.049,-1.309,0.196,-0.47,0.807,-0.222,-0.296,-20520,-20520,-20520,-20520,0,0,0,0,0,0,0,0,0,0,0,1
TATAMOTORS,20190314,20190313,20190312,-1.429,-3.856,0.11,-2.28,0.216,-1.318,0.409,-0.247,-0.165,-1.192,0.357,-0.304,0.357,0,0.137,-0.11,0.055,-0.331,0.138,-0.028,0.548,-0.055,0.437,-0.082,0.082,-0.523,0.247,-0.193,0.165,-0.414,-0.523,0.11,-2.28,-1.541,-0.108,0.27,-1.263,-1.541,0.216,0.62,-0.217,0.378,-0.518,0.216,-0.271,0.78,-0.027,0.081,-0.433,0.189,-0.571,0.433,0.054,0.216,-0.108,0.243,-0.163,0.35,-0.027,-0.027,-0.27,0.538,-0.027,0.054,-0.57,-0.163,0.162,-0.027,0.411,-2.28,0.411,-2.28,0.192,-2.195,0.493,-2.195,0.493,-2.195,1.781,-0.252,1.781,-0.252,0,1
TATAMOTORS,20190315,20190314,20190313,-18055,-18055,-17855,-17855,0.192,-2.195,0.775,-0.252,0.471,-0.223,1.343,0.028,0.055,-0.556,0.304,-0.278,0.249,-0.194,0.469,-0.028,0.193,-0.249,0.11,-0.221,0.303,-0.194,0.22,-0.723,-0.167,-0.81,0.195,-17855,-17855,-1.114,98.265,-1.429,-3.856,-1.114,-1.541,0.216,-1.318,0.409,-0.247,-0.165,-1.192,0.357,-0.304,0.357,0,0.137,-0.11,0.055,-0.331,0.138,-0.028,0.548,-0.055,0.437,-0.082,0.082,-0.523,0.247,-0.193,0.165,-0.414,0.52,0.083,-0.11,-17855,-17855,-17855,-17855,0,0,0,0,0,0,0,0,0,0,0,1
TATAMTRDVR,20190314,20190313,20190312,-1.808,-3.799,0.055,-1.899,0.429,-1.641,0.379,-0.437,-0.328,-1.101,0.273,-0.385,0.328,0,0.273,-0.055,0,-0.385,0.274,0,0.383,-0.055,0.599,0.055,0.109,-0.44,0.219,-0.11,0.438,0,-0.768,0.055,-1.899,-1.864,0.215,-0.536,-2.626,-1.864,-0.969,0.319,-0.59,0.319,-0.321,0.213,-0.214,0.848,-0.214,0.106,-0.374,0.16,-0.59,0.481,0.054,0.32,-0.161,0.107,-0.268,0.373,-0.054,0.16,-0.321,0.266,-0.375,0.107,-1.082,0.801,0.161,0,0.273,-1.899,0.273,-1.899,0.384,-1.564,0.601,-1.564,0.601,-1.564,1.203,-0.333,1.203,-0.333,0,1
TATAMTRDVR,20190315,20190314,20190313,-8990,-8990,-8920,-8920,0.384,-1.564,0.823,-0.166,0,-0.443,0.984,0,0,-0.442,0.33,-0.221,0.055,-0.444,0.496,-0.055,0.221,-0.221,0.33,0,0.275,-0.221,0.165,-0.831,0,-0.724,-0.166,-8920,-8920,-0.776,97.965,-1.808,-3.799,-0.776,-1.864,0.429,-1.641,0.379,-0.437,-0.328,-1.101,0.273,-0.385,0.328,0,0.273,-0.055,0,-0.385,0.274,0,0.383,-0.055,0.599,0.055,0.109,-0.44,0.219,-0.11,0.438,0,0.762,0.329,0.22,-8920,-8920,-8920,-8920,0,0,0,0,0,0,0,0,0,0,0,1
TATAPOWER,20190314,20190313,20190312,1.486,0.681,0.27,-0.545,0.205,-1.04,1.619,-0.206,0.202,-1.438,1.548,-0.205,0.203,-0.34,0,-0.407,0.338,-0.136,0.203,-0.068,0.136,-0.34,1.007,-0.068,-0.202,-1.294,0.337,-0.272,0.539,-0.476,1.22,0.27,-0.545,1.22,-0.274,1.437,0.208,1.22,1.84,1.639,-0.069,0.273,-0.966,0.137,-0.551,0.274,-0.137,0,-0.69,0,-0.761,0.207,-0.485,0.548,-0.276,0.478,-0.069,0.068,-0.343,0.137,-0.137,1.084,0,0.405,-1.167,-0.273,0.613,0.613,0.27,-1.443,0.27,-1.443,0,-0.817,0,-1.718,0,-1.718,0.068,-1.237,0.068,-1.237,0,0
TATAPOWER,20190315,20190314,20190313,-7300,-7300,-7205,-7205,0,-0.817,0.068,-0.409,0,-1.168,0.341,-0.137,0.205,-0.137,0.409,-0.274,0.137,-0.274,0.612,-0.068,0.204,-0.274,0.204,-0.274,0.611,-0.343,0.068,-0.617,0.545,-0.344,-0.821,-7205,-7205,-1.3,97.365,1.486,0.681,-1.3,1.22,0.205,-1.04,1.619,-0.206,0.202,-1.438,1.548,-0.205,0.203,-0.34,0,-0.407,0.338,-0.136,0.203,-0.068,0.136,-0.34,1.007,-0.068,-0.202,-1.294,0.337,-0.272,0.539,-0.476,-1.235,-0.271,-0.271,-7205,-7205,-7205,-7205,0,0,0,0,0,0,0,0,0,0,0,1
TATASTEEL,20190314,20190313,20190312,-0.963,-2.043,1.088,0.029,0,-1.196,0.048,-0.666,-0.058,-1.042,0.407,-0.224,0.145,-0.195,0.223,-0.194,0.116,-0.117,0.107,-0.078,0.329,-0.136,0.445,-0.068,0.029,-0.585,0.233,-0.117,0.107,-0.273,-1.431,1.088,0.029,-2.004,-0.172,0.143,-1.052,-2.073,0.286,0.38,-0.509,0.343,-0.23,0.645,-0.201,0.303,-0.171,0.133,-0.496,0.057,-0.392,0.258,-0.029,0.152,-0.124,0.56,-0.249,0.076,-0.181,0.82,-0.152,0.057,-0.608,0.123,-0.899,-0.469,0.143,-0.268,1.543,-0.049,1.543,-0.049,0.915,-0.146,1.37,-0.224,1.37,-0.224,0.498,-1.11,0.498,-1.11,0,0
TATASTEEL,20190315,20190314,20190313,-51365,-51365,-51665,-51665,0.915,-0.146,0.498,-0.377,-0.087,-1.167,0.232,-0.292,0.184,-0.165,0.01,-0.408,0.213,-0.204,0.194,-0.049,0.136,-0.155,0.27,-0.194,0.692,-0.058,0.164,-0.397,0.202,-0.281,-0.299,-51665,-51665,0.58,100.291,-0.963,-2.043,0.58,-2.073,0,-1.196,0.048,-0.666,-0.058,-1.042,0.407,-0.224,0.145,-0.195,0.223,-0.194,0.116,-0.117,0.107,-0.078,0.329,-0.136,0.445,-0.068,0.029,-0.585,0.233,-0.117,0.107,-0.273,1.41,-0.107,-0.175,-51665,-51665,-51665,-51665,0,0,0,0,0,0,0,0,0,0,0,1
TCS,20190314,20190313,20190312,-0.234,-0.968,0.364,-0.366,0.025,-0.472,0.293,-0.274,0.027,-0.324,0.164,-0.03,0.174,-0.022,0.112,-0.144,0.072,-1.595,0.527,-0.066,0.193,-0.138,0.123,-0.226,0.303,-0.123,0.432,-0.013,0.16,-0.291,-0.475,0.364,-0.366,-0.6,-0.475,-0.089,-0.587,-0.6,-0.117,0.156,-0.389,0.645,0.045,0.151,-0.097,0.131,-0.087,0.079,-0.303,0.173,-0.127,0.072,-0.131,0.077,-0.164,0.094,-0.102,0.017,-0.371,0.052,-0.401,0.468,-0.32,0.037,-0.536,-0.035,-0.002,-0.169,0.364,-0.984,0.364,-0.984,0.162,-0.569,0.162,-1.189,0.162,-1.189,0.329,-0.828,0.329,-0.828,0,0
TCS,20190315,20190314,20190313,-200355,-200355,-198640,-198640,0.162,-0.569,0.043,-0.491,0.504,-0.09,0.232,-0.344,0.023,-0.504,0.201,-0.035,0.01,-0.146,0.078,-0.058,0.065,-0.416,0.038,-0.159,0.289,-0.088,0.02,-0.272,0.366,-0.101,-0.503,-198640,-198640,-0.711,99.095,-0.234,-0.968,-0.863,-0.6,0.025,-0.472,0.293,-0.274,0.027,-0.324,0.164,-0.03,0.174,-0.022,0.112,-0.144,0.072,-1.595,0.527,-0.066,0.193,-0.138,0.123,-0.226,0.303,-0.123,0.432,-0.013,0.16,-0.291,0.473,-0.202,-0.479,-198640,-198640,-198640,-198640,0,0,0,0,0,0,0,0,0,0,0,1
TECHM,20190314,20190313,20190312,-1.635,-2.408,0.635,-0.12,0.45,-0.491,0.551,-0.21,0.031,-0.173,0.031,-0.303,0.056,-0.772,0.031,-0.657,0.037,-0.883,0.314,-0.063,-0.025,-0.627,0.164,-0.31,0.221,-0.019,0.208,-0.311,0.303,-0.216,-2.728,0.635,-0.12,-2.278,-0.538,0.092,-0.852,-2.285,-0.77,0.135,-0.483,0.356,-0.303,-0.031,-0.659,0.124,-0.093,0.019,-0.355,0.05,-0.231,0.292,-0.075,0.311,-0.131,0.075,-0.087,0.285,-0.025,0.186,-0.168,0.112,-0.137,0.18,-0.224,0.758,-0.285,-0.41,0.635,-1.929,0.635,-1.929,0.088,-0.672,0.088,-2.49,0.088,-2.49,0.107,-1.935,0.107,-1.935,0,1
TECHM,20190315,20190314,20190313,-79330,-79330,-78745,-78745,0.088,-0.672,0.107,-0.637,0.254,-0.057,0.089,-0.607,0.006,-0.706,0.09,-0.18,0,-0.645,0.474,-0.077,0.122,-0.18,0.485,-0.026,0.818,0.134,0.171,-0.46,0.456,0,-0.197,-78745,-78745,-0.519,99.138,-1.635,-2.408,-0.742,-2.285,0.45,-0.491,0.551,-0.21,0.031,-0.173,0.031,-0.303,0.056,-0.772,0.031,-0.657,0.037,-0.883,0.314,-0.063,-0.025,-0.627,0.164,-0.31,0.221,-0.019,0.208,-0.311,0.303,-0.216,2.656,-0.544,-0.551,-78745,-78745,-78745,-78745,0,0,0,0,0,0,0,0,0,0,0,1
TITAN,20190314,20190313,20190312,-0.783,-1.422,0.06,-0.574,0.594,-0.416,0.161,-0.221,0.179,-0.778,0.042,-0.641,0.107,-0.476,0.195,-0.051,0.009,-0.52,0.14,-0.103,0.089,-0.446,0.882,-0.066,0.084,-0.547,0.456,-0.023,0.634,0.023,-0.946,0.06,-0.574,-0.844,-0.055,2.002,1.007,-0.844,1.33,2.092,0,0.347,-0.289,0.334,-0.115,0.169,-0.197,0.014,-0.552,0.408,-0.074,0.115,-0.397,0.393,-0.239,0.041,-0.18,0.023,-0.337,0.299,-0.162,0.147,-0.087,0.362,-0.811,0.522,-0.087,-0.662,0.06,-1.425,0.75,-1.425,0.005,-0.63,0.005,-1.481,0.695,-1.481,0.023,-1.091,1.077,-1.091,0,1
TITAN,20190315,20190314,20190313,-107790,-107790,-108535,-108535,0.005,-0.63,0.023,-0.726,0.243,-0.136,0.256,-0.07,0.056,-0.332,0.065,-0.267,-0.037,-0.404,0.29,-0.193,0.183,-0.155,0.136,-0.089,0.406,-0.009,1.519,-0.122,0.464,-0.305,1.068,-108535,-108535,0.686,100.496,-0.783,-1.422,0.686,-0.844,0.594,-0.416,0.161,-0.221,0.179,-0.778,0.042,-0.641,0.107,-0.476,0.195,-0.051,0.009,-0.52,0.14,-0.103,0.089,-0.446,0.882,-0.066,0.084,-0.547,0.456,-0.023,0.634,0.023,0.937,-0.056,-0.056,-108535,-108535,-108535,-108535,0,0,0,0,0,0,0,0,0,0,0,1
ULTRACEMCO,20190314,20190313,20190312,-0.932,-3.055,0.874,-1.211,0.701,-0.079,0.511,-0.287,-0.176,-1.296,0.227,-0.378,0.017,-0.375,0.122,-0.074,-0.004,-0.221,0.064,-0.757,0.051,-0.295,0.095,-0.423,0.063,-0.16,0.609,-0.274,0.124,-0.341,-2.315,0.874,-1.211,-1.737,-0.277,1.501,0.726,-1.822,0.726,0.267,-0.383,0.464,-0.16,0.269,-0.015,0.558,-0.092,1.013,-0.091,0.292,-0.047,0.157,-0.035,0.082,-0.273,0.064,-1.114,0.05,-0.571,0.167,-0.221,0.049,-0.098,0.061,-0.383,-0.69,-0.079,-0.079,0.874,-2.382,0.874,-2.382,0.595,-1.496,0.595,-2.67,0.595,-2.67,0.113,-1.52,0.113,-1.52,0,1
ULTRACEMCO,20190315,20190314,20190313,-403600,-403600,-396315,-396315,0.595,-1.496,0.113,-0.675,-0.039,-0.692,0.609,-0.067,0,-0.61,0.127,-0.125,0.071,-0.158,0.31,-0.052,0.625,-0.067,0.129,-0.281,0.591,0.003,0.166,-0.487,0.449,0.064,-0.696,-396315,-396315,-1.838,98.171,-0.932,-3.055,-1.838,-1.822,0.701,-0.079,0.511,-0.287,-0.176,-1.296,0.227,-0.378,0.017,-0.375,0.122,-0.074,-0.004,-0.221,0.064,-0.757,0.051,-0.295,0.095,-0.423,0.063,-0.16,0.609,-0.274,0.124,-0.341,2.263,-0.199,-0.282,-396315,-396315,-396315,-396315,0,0,0,0,0,0,0,0,0,0,0,1
UNIONBANK,20190314,20190313,20190312,0.361,-0.669,0.602,-0.426,0,-1.346,1.022,-0.366,-0.061,-1.856,0.792,-0.123,0.367,-0.308,0.428,-0.556,0.185,-0.496,0.369,0,0.795,-0.062,1.568,-0.369,0.662,-0.426,0.422,-0.486,0.722,-0.426,0.363,0.602,-0.426,-0.242,-0.121,-2.476,-3.856,-0.242,-2.6,1.165,-0.952,-0.236,-1.193,0.119,-0.899,0.239,-0.542,0.06,-1.335,0.602,-0.487,0.302,-0.427,0.423,-0.182,1.488,-0.182,0.419,-0.241,0.06,-0.542,0.359,-0.12,0.06,-1.521,2.476,-0.121,-0.608,1.432,-1.412,1.432,-1.412,0.722,-0.304,1.551,-1.289,1.551,-1.289,1.193,-1.657,1.193,-1.657,1,0
UNIONBANK,20190315,20190314,20190313,-8150,-8150,-8180,-8180,0.722,-0.304,0.181,-1.161,0.243,-0.921,0.969,-0.122,0.121,-0.366,0.061,-0.551,0,-0.367,0.787,-0.061,0.545,-0.428,1.492,-0.061,0.717,-0.241,0.06,-1.151,0.301,-0.182,0,-8180,-8180,0.542,99.152,0.361,-0.669,0.362,-0.242,0,-1.346,1.022,-0.366,-0.061,-1.856,0.792,-0.123,0.367,-0.308,0.428,-0.556,0.185,-0.496,0.369,0,0.795,-0.062,1.568,-0.369,0.662,-0.426,0.422,-0.486,0.722,-0.426,-0.365,0.121,-0.121,-8180,-8180,-8180,-8180,0,0,0,0,0,0,0,0,0,0,0,1
UPL,20190314,20190313,20190312,1.599,0.923,0.551,-0.132,0,-1.076,0.422,-0.039,0.571,-0.128,0.05,-0.14,0.273,-0.006,0.094,-0.089,-0.011,-0.223,0.267,-0.028,0.51,-0.05,0.116,-0.167,0.072,-0.2,1.35,-0.022,0.792,-0.011,1.679,0.551,-0.132,1.054,-0.094,0.177,-0.897,1.054,-0.189,0,-0.711,0.29,-0.067,1.125,-0.212,0.193,-0.155,0.077,-0.389,0.011,-0.267,0.095,-0.178,0.2,-0.089,-0.067,-0.262,0.25,-0.045,0.283,-0.072,0.222,-0.111,0.105,-0.413,-0.442,-0.367,-0.367,0.551,-0.964,0.551,-1.211,0.458,-0.225,0.458,-1.058,0.458,-1.305,0.109,-1.163,0.109,-1.411,1,0
UPL,20190315,20190314,20190313,-91105,-91105,-90275,-90275,0.458,-0.225,0.109,-0.451,-0.016,-0.592,0.44,-0.083,0.082,-0.083,0,-0.525,0.237,-0.161,0.083,-0.171,0.188,-0.244,0.072,-0.16,0.171,-0.122,0.011,-0.633,0.11,-0.222,-1.024,-90275,-90275,-0.918,98.98,1.599,0.923,-0.918,1.054,0,-1.076,0.422,-0.039,0.571,-0.128,0.05,-0.14,0.273,-0.006,0.094,-0.089,-0.011,-0.223,0.267,-0.028,0.51,-0.05,0.116,-0.167,0.072,-0.2,1.35,-0.022,0.792,-0.011,-1.708,-0.093,-0.093,-90275,-90275,-90275,-90275,0,0,0,0,0,0,0,0,0,0,0,1
VEDL,20190314,20190313,20190312,-2.682,-3.669,1.01,0.058,0.168,-1.714,0.199,-0.4,-0.028,-1.327,0.23,-0.638,0.115,-0.435,0.144,-0.087,0.029,-0.758,0.174,-0.38,0.348,-0.204,0.058,-0.233,0.491,-0.438,0.058,-0.524,0.087,-0.702,-2.506,1.01,0.058,-3.488,-0.14,-0.084,-1.971,-3.73,0,0.944,-0.253,0.083,-0.757,0.554,-0.14,0.444,-0.167,0.139,-0.307,0.305,-0.223,0.139,-0.364,0.112,-0.337,0.196,-0.084,0.391,-0.168,0.445,-0.168,0.139,-1.269,0.363,-0.197,0.64,0.252,0.252,1.774,-0.117,1.774,-0.117,0.865,-0.087,1.631,-0.263,1.631,-0.263,0.801,-1.109,0.801,-1.109,0,0
