Name,Date,N-1_Date,N-2_DATE,N_09:30_MAX_MINUS_N-1_09:00_Open,N_09:30_Min_MINUS_N-1_09:00_Open,N-1_Close_Minus_N_09:00_To_09:30_Max,N-1_Close_Minus_N_09:00_To_09:30_Min_,N-1_09:00_To_09:30_MAX_MINUS_09:00_OPEN,N-1_09:00_To_09:30_MIN_MINUS_09:00_OPEN,N-1_09:30_To_10:00_MAX_MINUS_09:30_OPEN,N-1_09:30_To_10:00_MIN_MINUS_09:30_OPEN,N-1_10:00_To_10:30_MAX_MINUS_10:00_OPEN,N-1_10:00_To_10:30_MIN_MINUS_10:00_OPEN,N-1_10:30_To_11:00_MAX_MINUS_10:30_OPEN,N-1_10:30_To_11:00_MIN_MINUS_10:30_OPEN,N-1_11:00_To_11:30_MAX_MINUS_11:00_OPEN,N-1_11:00_To_11:30_MIN_MINUS_11:00_OPEN,N-1_11:30_To_12:00_MAX_MINUS_11:30_OPEN,N-1_11:30_To_12:00_MIN_MINUS_11:30_OPEN,N-1_12:00_To_12:30_MAX_MINUS_12:00_OPEN,N-1_12:00_To_12:30_MIN_MINUS_12:00_OPEN,N-1_12:30_To_13:00_MAX_MINUS_12:30_OPEN,N-1_12:30_To_13:00_MIN_MINUS_12:30_OPEN,N-1_13:00_To_13:30_MAX_MINUS_13:00_OPEN,N-1_13:00_To_13:30_MIN_MINUS_13:00_OPEN,N-1_13:30_To_14:00_MAX_MINUS_13:30_OPEN,N-1_13:30_To_14:00_MIN_MINUS_13:30_OPEN,N-1_14:00_To_14:30_MAX_MINUS_14:00_OPEN,N-1_14:00_To_14:30_MIN_MINUS_14:00_OPEN,N-1_14:30_To_15:00_MAX_MINUS_14:30_OPEN,N-1_14:30_To_15:00_MIN_MINUS_14:30_OPEN,N-1_15:00_To_15:30_MAX_MINUS_15:00_OPEN,N-1_15:00_To_15:30_MIN_MINUS_15:00_OPEN,N-1_09:30_Open_Minus_N-1_EOD_Close,N_09:30_MAX_MINUS_N-1_EOD_CLOSE,N_09:30_Min_MINUS_N-1_EOD_CLOSE,N-1_15:30_To_EOD_MAX_MINUS_N_09:00_OPEN,N-1_15:30_To_EOD_MIN_MINUS_N_09:00_OPEN,N-1_09:00_To_09:30_Max_Minus_N-2_09:00_Open,N-1_09:00_To_09:30_Min_Minus_N-2_09:00_Open,N-1_EOD_Close_Minus_N-1_09:00_Open,N-2_EOD_Close_Minus_N-2_09:00_Open,N-2_09:00_To_09:30_MAX_MINUS_09:00_OPEN,N-2_09:00_To_09:30_MIN_MINUS_09:00_OPEN,N-2_09:30_To_10:00_MAX_MINUS_09:30_OPEN,N-2_09:30_To_10:00_MIN_MINUS_09:30_OPEN,N-2_10:00_To_10:30_MAX_MINUS_10:00_OPEN,N-2_10:00_To_10:30_MIN_MINUS_10:00_OPEN,N-2_10:30_To_11:00_MAX_MINUS_10:30_OPEN,N-2_10:30_To_11:00_MIN_MINUS_10:30_OPEN,N-2_11:00_To_11:30_MAX_MINUS_11:00_OPEN,N-2_11:00_To_11:30_MIN_MINUS_11:00_OPEN,N-2_11:30_To_12:00_MAX_MINUS_11:30_OPEN,N-2_11:30_To_12:00_MIN_MINUS_11:30_OPEN,N-2_12:00_To_12:30_MAX_MINUS_12:00_OPEN,N-2_12:00_To_12:30_MIN_MINUS_12:00_OPEN,N-2_12:30_To_13:00_MAX_MINUS_12:30_OPEN,N-2_12:30_To_13:00_MIN_MINUS_12:30_OPEN,N-2_13:00_To_13:30_MAX_MINUS_13:00_OPEN,N-2_13:00_To_13:30_MIN_MINUS_13:00_OPEN,N-2_13:30_To_14:00_MAX_MINUS_13:30_OPEN,N-2_13:30_To_14:00_MIN_MINUS_13:30_OPEN,N-2_14:00_To_14:30_MAX_MINUS_14:00_OPEN,N-2_14:00_To_14:30_MIN_MINUS_14:00_OPEN,N-2_14:30_To_15:00_MAX_MINUS_14:30_OPEN,N-2_14:30_To_15:00_MIN_MINUS_14:30_OPEN,N-2_15:00_To_15:30_MAX_MINUS_15:00_OPEN,N-2_15:00_To_15:30_MIN_MINUS_15:00_OPEN,N-2_09:30_Open_Minus_N-2_EOD_Close,N-2_15:30_To_EOD_MAX_MINUS_N-1_09:00_OPEN,N-2_15:30_To_EOD_MIN_MINUS_N-1_09:00_OPEN,N_09:00_To_13:45_Max_Minus_N-1_Close,N_09:00_To_13:45_Min_Minus_N-1_Close,N-1_Close_Minus_N_09:00_To_15:00_Max,N-1_Close_Minus_N_09:00_To_15:00_Min_,N_09:00_To_09:30_Max_Minus_09:00_Open,N_09:00_To_09:30_Min_Minus_09:00_Open,N_09:00_To_13:45_Max_Minus_09:00_Open,N_09:00_To_13:45_Min_Minus_09:00_Open,N_09:00_To_15:00_Max_Minus_09:00_Open,N_09:00_To_15:00_Min_Minus_09:00_Open,N_09:30_To_13:45_Max_Minus_N_09:30_Open,N_09:30_To_13:45_Min_Minus_N_09:30_Open,N_09:30_To_15:00_Max_Minus_N_09:30_Open,N_09:30_To_15:00_Min_Minus_N_09:30_Open,N_DAY_MAX_GRT_N-1_DAY_MAX,N_DAY_MIN_LT_N-1_DAY_MIN
VEDL,20190315,20190314,20190313,-17085,-17085,-17260,-17260,0.865,-0.087,0.801,-0.231,-0.086,-1.575,0.635,-0.146,0.491,-0.087,0.547,0.029,0.173,-0.289,0.231,-0.058,0.144,-0.29,0.316,-0.144,0.601,-0.144,0.057,-0.839,0.259,-0.087,0.173,-17260,-17260,1.008,100.436,-2.682,-3.669,1.008,-3.73,0.168,-1.714,0.199,-0.4,-0.028,-1.327,0.23,-0.638,0.115,-0.435,0.144,-0.087,0.029,-0.758,0.174,-0.38,0.348,-0.204,0.058,-0.233,0.491,-0.438,0.058,-0.524,0.087,-0.702,2.445,0.087,-0.146,-17260,-17260,-17260,-17260,0,0,0,0,0,0,0,0,0,0,0,1
VOLTAS,20190314,20190313,20190312,-1.323,-2.362,-0.471,-1.501,0.136,-0.816,1.032,-0.225,0.016,-0.884,0.303,-0.249,0.112,-0.064,0.088,-0.096,0,-0.474,0.112,-0.744,0.145,-0.699,0.62,0.041,0.081,-0.299,0.674,-0.097,0.081,-0.559,-0.743,-0.471,-1.501,-0.848,0.609,-0.416,-1.373,-0.848,-0.828,0.238,-1.455,1.886,0.008,0.23,-0.239,0.103,-0.672,0.556,-0.232,0.16,-1.418,0.577,-0.121,0.208,-0.112,0.112,-0.201,0.016,-0.378,0.455,-0.048,0.191,-0.328,0.072,-0.854,-0.541,-0.265,-0.273,-0.471,-3.306,-0.471,-3.461,0.146,-0.878,0.146,-2.671,0.146,-2.826,-0.065,-2.02,-0.065,-2.174,0,1
VOLTAS,20190315,20190314,20190313,-61400,-61400,-60150,-60150,0.146,-0.878,-0.065,-1.335,0.149,-0.701,0.759,-0.183,0.19,-0.224,0.124,-0.191,0.091,-0.45,0.075,-0.283,0.191,-0.359,0.133,-0.033,0.108,-0.3,0.083,-0.502,0.439,-0.283,-1.427,-60150,-60150,-2.075,97.805,-1.323,-2.362,-2.075,-0.848,0.136,-0.816,1.032,-0.225,0.016,-0.884,0.303,-0.249,0.112,-0.064,0.088,-0.096,0,-0.474,0.112,-0.744,0.145,-0.699,0.62,0.041,0.081,-0.299,0.674,-0.097,0.081,-0.559,0.738,0.614,0.614,-60150,-60150,-60150,-60150,0,0,0,0,0,0,0,0,0,0,0,1
WIPRO,20190314,20190313,20190312,-1.001,-2.601,0.693,-0.88,1.242,-0.115,0.151,-3.025,0.712,0.116,0.441,-0.077,0.173,-0.193,0.019,-0.348,-0.039,-0.583,0.271,-0.019,0.155,-0.019,0.193,-0.174,0.155,-0.37,0.56,-0.097,0.174,-0.564,-2.346,0.693,-0.88,-1.706,-0.61,1.694,0.344,-1.706,0.096,0.722,-0.096,0.209,-0.498,0.267,-0.115,0.209,-0.038,0.323,-0.076,0.076,-0.42,0.057,-0.673,0.229,-0.057,0.191,-0.019,0.247,-0.057,0.057,-0.21,0,-0.44,-0.019,-0.557,0.4,-0.363,-0.517,0.693,-1.137,0.693,-1.137,0.135,-1.447,0.135,-1.706,0.135,-1.706,0.331,-0.51,0.563,-0.51,0,1
WIPRO,20190315,20190314,20190313,-25835,-25835,-25585,-25585,0.135,-1.447,0.272,-0.49,0.274,-0.078,0.352,0,0.117,-0.059,0.351,-0.039,0.214,-0.078,0,-0.156,0.214,-0.078,0.349,-0.097,0.175,-0.078,0.019,-0.685,0.466,-0.117,0.214,-25585,-25585,-0.875,98.65,-1.001,-2.601,-0.973,-1.706,1.242,-0.115,0.151,-3.025,0.712,0.116,0.441,-0.077,0.173,-0.193,0.019,-0.348,-0.039,-0.583,0.271,-0.019,0.155,-0.019,0.193,-0.174,0.155,-0.37,0.56,-0.097,0.174,-0.564,2.292,-0.562,-0.621,-25585,-25585,-25585,-25585,0,0,0,0,0,0,0,0,0,0,0,1
WOCKPHARMA,20190314,20190313,20190312,-1.436,-2.36,1.135,0.234,0.624,-0.887,0.968,-0.057,0.407,-1.488,0.228,-0.506,0.343,-0.253,0.309,-0.323,0.377,-0.472,0.114,-0.241,0.252,-0.057,0.32,0.023,0.034,-0.576,-0.035,-2.077,0.267,-0.858,-2.974,1.135,0.234,-2.6,-0.468,-0.737,-2.268,-2.6,-1.162,0.571,-0.35,0.539,-0.453,0.629,-0.204,0.669,-0.474,1.342,-0.113,0.224,-1.134,0.371,-0.306,0.191,-0.283,0.135,-0.226,0.158,-0.294,0.472,-0.09,0.393,-0.203,0.09,-2.057,0.925,0.205,-0.286,1.135,-1.413,2.866,-1.413,0.845,-0.058,0.845,-1.71,2.582,-1.71,0.139,-2.256,2.059,-2.256,0,1
WOCKPHARMA,20190315,20190314,20190313,-42725,-42725,-43065,-43065,0.845,-0.058,0.093,-1.437,0.023,-1.116,1.189,-0.094,0.789,-0.129,0.256,-0.492,0.394,-0.421,0.36,-0.304,0.012,-0.281,0.43,-0.481,2.571,-0.07,-0.161,-1.09,0.415,-0.442,0.255,-43065,-43065,1.325,100.56,-1.436,-2.36,0.788,-2.6,0.624,-0.887,0.968,-0.057,0.407,-1.488,0.228,-0.506,0.343,-0.253,0.309,-0.323,0.377,-0.472,0.114,-0.241,0.252,-0.057,0.32,0.023,0.034,-0.576,-0.035,-2.077,0.267,-0.858,2.888,-0.293,-0.481,-43065,-43065,-43065,-43065,0,0,0,0,0,0,0,0,0,0,0,1
YESBANK,20190314,20190313,20190312,6.02,3.92,2.921,0.752,0.021,-1.372,0.404,-0.064,-0.064,-0.838,0.512,-0.236,0.404,-0.043,0.319,-0.15,0.53,-0.342,0.446,-0.021,3.485,-0.149,0.898,-0.021,1.191,-0.576,0.486,-0.224,0.203,-0.925,4.093,2.921,0.752,3.193,-1.564,-0.74,-2.143,3.193,-1.039,0.376,-0.527,0.021,-0.825,0.523,-0.105,0.439,-0.063,0.042,-0.591,0.357,-0.594,0.401,0.085,0.127,-0.51,0.021,-0.233,0.106,-0.17,0.527,-0.106,0.168,-0.19,-0.021,-1.021,1.049,-0.276,-0.595,3.819,0.752,3.819,0.752,1.47,-0.731,2.382,-0.731,2.382,-0.731,1.299,-0.501,1.299,-0.501,1,0
YESBANK,20190315,20190314,20190313,-24695,-24695,-24885,-24885,1.47,-0.731,1.299,-0.4,0.198,-0.84,0.357,-0.16,0.119,-0.3,0.119,-0.32,0.199,-0.421,0.239,-0.26,0.139,-0.32,0.258,-0.14,0.574,-0.06,0.099,-1.122,0.339,-0.362,-0.34,-24885,-24885,0.879,100.363,6.02,3.92,0.76,3.193,0.021,-1.372,0.404,-0.064,-0.064,-0.838,0.512,-0.236,0.404,-0.043,0.319,-0.15,0.53,-0.342,0.446,-0.021,3.485,-0.149,0.898,-0.021,1.191,-0.576,0.486,-0.224,0.203,-0.925,-4.268,-1.494,-1.515,-24885,-24885,-24885,-24885,0,0,0,0,0,0,0,0,0,0,0,1
ZEEL,20190314,20190313,20190312,-0.152,-1.811,2.498,0.883,0.324,-1.207,0.349,-0.296,-0.142,-1.214,0.055,-0.809,0.165,-0.777,0.044,-0.467,0.342,-0.367,0.11,-0.222,-0.055,-0.389,0.518,-0.011,-0.044,-0.667,0.155,-0.68,0.521,-0.482,-1.916,2.498,0.883,-2.718,-1.453,1.146,-0.373,-2.718,1.381,0.087,-0.816,0.667,-0.254,0.472,-0.044,0.537,-0.044,0.48,-0.044,0.284,-0.374,2.621,0.033,1.311,0.022,0.431,-0.217,0.032,-0.487,1.633,-0.011,0.582,-0.342,0.021,-2.304,-2.058,0.561,0.011,3.067,-0.179,3.067,-0.179,1.043,-0.596,1.62,-1.674,1.62,-1.674,0.918,-2.4,0.918,-2.4,1,0
ZEEL,20190315,20190314,20190313,-45450,-45450,-44880,-44880,1.043,-0.596,0.918,-1.002,-0.164,-1.173,0.548,-0.833,0.088,-0.937,0.531,0,0.044,-0.512,0.331,-0.256,0.376,-0.368,0.243,-0.256,1.01,-0.367,-0.055,-1.066,0.309,-0.703,-1.99,-44880,-44880,-1.267,98.529,-0.152,-1.811,-1.267,-2.718,0.324,-1.207,0.349,-0.296,-0.142,-1.214,0.055,-0.809,0.165,-0.777,0.044,-0.467,0.342,-0.367,0.11,-0.222,-0.055,-0.389,0.518,-0.011,-0.044,-0.667,0.155,-0.68,0.521,-0.482,1.88,-1.493,-1.493,-44880,-44880,-44880,-44880,0,0,0,0,0,0,0,0,0,0,0,1
